تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
ماهانه,1402-02,اردیبهشت 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,5289.4,0.066
ماهانه,1402-02,اردیبهشت 1402,سبدگردان فارابی,اختصاصی بازارگردانی,16089.1,0.202
ماهانه,1402-02,اردیبهشت 1402,سبدگردان فارابی,درآمد ثابت,34520.5,0.433
ماهانه,1402-02,اردیبهشت 1402,سبدگردان فارابی,سهامی,13181.5,0.165
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,اختصاصی بازارگردانی,6650.2,0.083
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,تضمین اصل سرمایه,5105.9,0.064
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,درآمد ثابت,242292.0,3.037
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,سهامی,165916.9,2.08
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,سهامی - اهرمی,41693.8,0.523
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,سهامی - شاخصی,9561.0,0.12
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,مختلط,4334.3,0.054
ماهانه,1402-02,اردیبهشت 1402,سبدگردان مفید,کالایی (طلا و ...),30452.4,0.382
ماهانه,1402-02,اردیبهشت 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,19114.2,0.24
ماهانه,1402-02,اردیبهشت 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,110192.0,1.381
ماهانه,1402-02,اردیبهشت 1402,مشاور سرمایه گذاری ترنج,سهامی,21178.4,0.265
ماهانه,1402-02,اردیبهشت 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,6627.7,0.083
ماهانه,1402-02,اردیبهشت 1402,مشاور سرمایه گذاری ترنج,مختلط,6897.2,0.086
ماهانه,1402-03,خرداد 1402,سایر مدیران,اختصاصی بازارگردانی,1722560.6,21.491
ماهانه,1402-03,خرداد 1402,سایر مدیران,املاک و مستغلات,1676.2,0.021
ماهانه,1402-03,خرداد 1402,سایر مدیران,بازنشستگی تکمیلی,18467.1,0.23
ماهانه,1402-03,خرداد 1402,سایر مدیران,تضمین اصل سرمایه,268.3,0.003
ماهانه,1402-03,خرداد 1402,سایر مدیران,جسورانه,3566.4,0.044
ماهانه,1402-03,خرداد 1402,سایر مدیران,خصوصی,16225.2,0.202
ماهانه,1402-03,خرداد 1402,سایر مدیران,درآمد ثابت,4110317.5,51.28
ماهانه,1402-03,خرداد 1402,سایر مدیران,سهامی,208679.7,2.604
ماهانه,1402-03,خرداد 1402,سایر مدیران,سهامی - اهرمی,1835.1,0.023
ماهانه,1402-03,خرداد 1402,سایر مدیران,سهامی - بخشی,334410.0,4.172
ماهانه,1402-03,خرداد 1402,سایر مدیران,سهامی - شاخصی,26502.5,0.331
ماهانه,1402-03,خرداد 1402,سایر مدیران,صندوق در صندوق,3116.9,0.039
ماهانه,1402-03,خرداد 1402,سایر مدیران,مختلط,14465.6,0.18
ماهانه,1402-03,خرداد 1402,سایر مدیران,پروژه‌ای,11261.1,0.14
ماهانه,1402-03,خرداد 1402,سایر مدیران,کالایی (طلا و ...),106598.2,1.33
ماهانه,1402-03,خرداد 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,3450.6,0.043
ماهانه,1402-03,خرداد 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,33811.7,0.422
ماهانه,1402-03,خرداد 1402,سبد گردان اقتصاد بیدار,سهامی,5437.0,0.068
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,36269.5,0.452
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,تضمین اصل سرمایه,22606.2,0.282
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,درآمد ثابت,294175.0,3.67
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,سهامی,20190.8,0.252
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,سهامی - اهرمی,74759.1,0.933
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,سهامی - شاخصی,3922.7,0.049
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,صندوق در صندوق,1106.4,0.014
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,مختلط,1692.4,0.021
ماهانه,1402-03,خرداد 1402,سبد گردان کاریزما,کالایی (طلا و ...),17041.4,0.213
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,اختصاصی بازارگردانی,20066.7,0.25
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,درآمد ثابت,56993.0,0.711
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,سهامی,39011.3,0.487
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,سهامی - اهرمی,7417.2,0.092
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,سهامی - بخشی,9637.5,0.12
ماهانه,1402-03,خرداد 1402,سبدگردان آگاه,مختلط,306.8,0.004
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2518.6,0.031
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,جسورانه,232.0,0.003
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,خصوصی,830.0,0.01
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,درآمد ثابت,27010.1,0.337
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,سهامی,11575.1,0.144
ماهانه,1402-03,خرداد 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,4731.2,0.059
ماهانه,1402-03,خرداد 1402,سبدگردان فارابی,اختصاصی بازارگردانی,12479.8,0.156
ماهانه,1402-03,خرداد 1402,سبدگردان فارابی,درآمد ثابت,40440.7,0.504
ماهانه,1402-03,خرداد 1402,سبدگردان فارابی,سهامی,12363.8,0.154
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,اختصاصی بازارگردانی,5442.3,0.068
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,تضمین اصل سرمایه,5209.2,0.065
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,درآمد ثابت,250212.4,3.122
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,سهامی,153413.8,1.914
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,سهامی - اهرمی,38985.3,0.486
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,سهامی - شاخصی,8453.2,0.106
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,مختلط,4109.3,0.051
ماهانه,1402-03,خرداد 1402,سبدگردان مفید,کالایی (طلا و ...),30283.2,0.378
ماهانه,1402-03,خرداد 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,18997.4,0.237
ماهانه,1402-03,خرداد 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,130208.3,1.624
ماهانه,1402-03,خرداد 1402,مشاور سرمایه گذاری ترنج,سهامی,17922.2,0.224
ماهانه,1402-03,خرداد 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,5468.2,0.068
ماهانه,1402-03,خرداد 1402,مشاور سرمایه گذاری ترنج,مختلط,6635.7,0.083
ماهانه,1402-04,تیر 1402,سایر مدیران,اختصاصی بازارگردانی,1548765.4,19.474
ماهانه,1402-04,تیر 1402,سایر مدیران,املاک و مستغلات,1682.6,0.021
ماهانه,1402-04,تیر 1402,سایر مدیران,بازنشستگی تکمیلی,16729.0,0.21
ماهانه,1402-04,تیر 1402,سایر مدیران,تضمین اصل سرمایه,1758.7,0.022
ماهانه,1402-04,تیر 1402,سایر مدیران,جسورانه,3715.0,0.047
ماهانه,1402-04,تیر 1402,سایر مدیران,خصوصی,16028.1,0.201
ماهانه,1402-04,تیر 1402,سایر مدیران,درآمد ثابت,4244504.2,53.37
ماهانه,1402-04,تیر 1402,سایر مدیران,سهامی,194669.5,2.448
ماهانه,1402-04,تیر 1402,سایر مدیران,سهامی - اهرمی,1606.5,0.02
ماهانه,1402-04,تیر 1402,سایر مدیران,سهامی - بخشی,282788.0,3.556
ماهانه,1402-04,تیر 1402,سایر مدیران,سهامی - شاخصی,22466.9,0.282
ماهانه,1402-04,تیر 1402,سایر مدیران,صندوق در صندوق,3039.0,0.038
ماهانه,1402-04,تیر 1402,سایر مدیران,مختلط,14651.8,0.184
ماهانه,1402-04,تیر 1402,سایر مدیران,پروژه‌ای,11260.6,0.142
ماهانه,1402-04,تیر 1402,سایر مدیران,کالایی (طلا و ...),103056.1,1.296
ماهانه,1402-04,تیر 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,4758.0,0.06
ماهانه,1402-04,تیر 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,35054.7,0.441
ماهانه,1402-04,تیر 1402,سبد گردان اقتصاد بیدار,سهامی,5280.3,0.066
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,29595.3,0.372
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,تضمین اصل سرمایه,22128.9,0.278
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,درآمد ثابت,331712.1,4.171
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,سهامی,17254.5,0.217
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,سهامی - اهرمی,73391.4,0.923
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,سهامی - شاخصی,4006.8,0.05
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,صندوق در صندوق,1070.1,0.014
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,مختلط,1712.0,0.022
ماهانه,1402-04,تیر 1402,سبد گردان کاریزما,کالایی (طلا و ...),18234.1,0.229
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,اختصاصی بازارگردانی,17103.8,0.215
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,درآمد ثابت,60462.7,0.76
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,سهامی,36466.9,0.458
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,سهامی - اهرمی,8490.0,0.107
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,سهامی - بخشی,7567.8,0.095
ماهانه,1402-04,تیر 1402,سبدگردان آگاه,مختلط,315.2,0.004
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2383.8,0.03
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,جسورانه,348.8,0.004
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,خصوصی,835.9,0.01
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,درآمد ثابت,30366.2,0.382
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,سهامی,12083.0,0.152
ماهانه,1402-04,تیر 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,4109.7,0.052
ماهانه,1402-04,تیر 1402,سبدگردان فارابی,اختصاصی بازارگردانی,12398.3,0.156
ماهانه,1402-04,تیر 1402,سبدگردان فارابی,درآمد ثابت,32044.3,0.403
ماهانه,1402-04,تیر 1402,سبدگردان فارابی,سهامی,10745.3,0.135
ماهانه,1402-04,تیر 1402,سبدگردان فارابی,سهامی - اهرمی,4980.7,0.063
ماهانه,1402-04,تیر 1402,سبدگردان مفید,اختصاصی بازارگردانی,8305.5,0.104
ماهانه,1402-04,تیر 1402,سبدگردان مفید,تضمین اصل سرمایه,4959.2,0.062
ماهانه,1402-04,تیر 1402,سبدگردان مفید,درآمد ثابت,269820.0,3.393
ماهانه,1402-04,تیر 1402,سبدگردان مفید,سهامی,141356.1,1.777
ماهانه,1402-04,تیر 1402,سبدگردان مفید,سهامی - اهرمی,37937.2,0.477
ماهانه,1402-04,تیر 1402,سبدگردان مفید,سهامی - بخشی,10016.2,0.126
ماهانه,1402-04,تیر 1402,سبدگردان مفید,سهامی - شاخصی,7515.2,0.094
ماهانه,1402-04,تیر 1402,سبدگردان مفید,مختلط,3921.8,0.049
ماهانه,1402-04,تیر 1402,سبدگردان مفید,کالایی (طلا و ...),31828.0,0.4
ماهانه,1402-04,تیر 1402,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,20095.8,0.253
ماهانه,1402-04,تیر 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,138595.6,1.743
ماهانه,1402-04,تیر 1402,مشاور سرمایه گذاری ترنج,سهامی,16122.3,0.203
ماهانه,1402-04,تیر 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4762.3,0.06
ماهانه,1402-04,تیر 1402,مشاور سرمایه گذاری ترنج,مختلط,6149.7,0.077
ماهانه,1402-05,مرداد 1402,سایر مدیران,اختصاصی بازارگردانی,1520136.8,18.829
ماهانه,1402-05,مرداد 1402,سایر مدیران,املاک و مستغلات,1689.2,0.021
ماهانه,1402-05,مرداد 1402,سایر مدیران,بازنشستگی تکمیلی,16574.8,0.205
ماهانه,1402-05,مرداد 1402,سایر مدیران,تضمین اصل سرمایه,1769.5,0.022
ماهانه,1402-05,مرداد 1402,سایر مدیران,جسورانه,3726.1,0.046
ماهانه,1402-05,مرداد 1402,سایر مدیران,خصوصی,15104.3,0.187
ماهانه,1402-05,مرداد 1402,سایر مدیران,درآمد ثابت,4336786.4,53.717
ماهانه,1402-05,مرداد 1402,سایر مدیران,سهامی,187466.4,2.322
ماهانه,1402-05,مرداد 1402,سایر مدیران,سهامی - اهرمی,1442.5,0.018
ماهانه,1402-05,مرداد 1402,سایر مدیران,سهامی - بخشی,280398.4,3.473
ماهانه,1402-05,مرداد 1402,سایر مدیران,سهامی - شاخصی,21708.3,0.269
ماهانه,1402-05,مرداد 1402,سایر مدیران,صندوق در صندوق,2985.8,0.037
ماهانه,1402-05,مرداد 1402,سایر مدیران,مختلط,14004.3,0.174
ماهانه,1402-05,مرداد 1402,سایر مدیران,پروژه‌ای,11260.1,0.139
ماهانه,1402-05,مرداد 1402,سایر مدیران,کالایی (طلا و ...),106952.4,1.325
ماهانه,1402-05,مرداد 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,4399.3,0.054
ماهانه,1402-05,مرداد 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,38522.7,0.477
ماهانه,1402-05,مرداد 1402,سبد گردان اقتصاد بیدار,سهامی,5465.5,0.068
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,33523.0,0.415
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,تضمین اصل سرمایه,21500.0,0.266
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,درآمد ثابت,338272.8,4.19
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,سهامی,16443.8,0.204
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,سهامی - اهرمی,89962.4,1.114
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,سهامی - شاخصی,4067.9,0.05
ماهانه,1402-05,مرداد 1402,سبد گردان کاریزما,صندوق در صندوق,1076.9,0.013
