دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (ریال),سهم از کل صنعت
1402-09,آذر 1402,سبد گردان کاریزما,تضمین اصل سرمایه,20438317640637,0.002897
1402-09,آذر 1402,سبد گردان کاریزما,درآمد ثابت,330589792516854,0.046864
1402-09,آذر 1402,سبد گردان کاریزما,سهامی,17477314130697,0.002478
1402-09,آذر 1402,سبد گردان کاریزما,شاخصی,4119807071039,0.000584
1402-09,آذر 1402,سبد گردان کاریزما,صندوق در صندوق,1157860954069,0.000164
1402-09,آذر 1402,سبد گردان کاریزما,مختلط,1781284076545,0.000253
1402-09,آذر 1402,سبد گردان کاریزما,کالایی,26132781568776,0.003705
1402-09,آذر 1402,سبدگردان آگاه,اهرمی,14849105335036,0.002105
1402-09,آذر 1402,سبدگردان آگاه,بخشی,10595966419788,0.001502
1402-09,آذر 1402,سبدگردان آگاه,درآمد ثابت,118817787431989,0.016843
1402-09,آذر 1402,سبدگردان آگاه,سهامی,34921356638578,0.00495
1402-09,آذر 1402,سبدگردان آگاه,مختلط,339376527653,4.8e-05
1402-09,آذر 1402,سبدگردان توسعه فیروزه,اهرمی,14574052874487,0.002066
1402-09,آذر 1402,سبدگردان توسعه فیروزه,جسورانه,389458409503,5.5e-05
1402-09,آذر 1402,سبدگردان توسعه فیروزه,خصوصی,996250019321,0.000141
1402-09,آذر 1402,سبدگردان توسعه فیروزه,درآمد ثابت,47792577557432,0.006775
1402-09,آذر 1402,سبدگردان توسعه فیروزه,سهامی,11153898809679,0.001581
1402-09,آذر 1402,سبدگردان توسعه فیروزه,شاخصی,2964273166294,0.00042
1402-09,آذر 1402,سبدگردان فارابی,اهرمی,14025575552496,0.001988
1402-09,آذر 1402,سبدگردان فارابی,بخشی,1510335643171,0.000214
1402-09,آذر 1402,سبدگردان فارابی,درآمد ثابت,53324698958491,0.007559
1402-09,آذر 1402,سبدگردان فارابی,سهامی,8824472432017,0.001251
1402-09,آذر 1402,سبدگردان مفید,اهرمی,48845203030476,0.006924
1402-09,آذر 1402,سبدگردان مفید,بازنشستگی,5080056277375,0.00072
1402-09,آذر 1402,سبدگردان مفید,بخشی,8037980039095,0.001139
1402-09,آذر 1402,سبدگردان مفید,تضمین اصل سرمایه,6515162004943,0.000924
1402-09,آذر 1402,سبدگردان مفید,درآمد ثابت,395127982528523,0.056012
1402-09,آذر 1402,سبدگردان مفید,سهامی,151166129208712,0.021429
1402-09,آذر 1402,سبدگردان مفید,شاخصی,8072002179057,0.001144
1402-09,آذر 1402,سبدگردان مفید,مختلط,4135704003755,0.000586
1402-09,آذر 1402,سبدگردان مفید,کالایی,48822646389547,0.006921
1402-09,آذر 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,150400848586661,0.02132
1402-09,آذر 1402,مشاور سرمایه گذاری ترنج,سهامی,17524254899370,0.002484
1402-09,آذر 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3695069355879,0.000524
1402-09,آذر 1402,مشاور سرمایه گذاری ترنج,مختلط,6195855373185,0.000878
1402-10,دی 1402,سایر مدیران,املاک و مستغلات,20429558284138,0.002877
1402-10,دی 1402,سایر مدیران,اهرمی,2181036084922,0.000307
1402-10,دی 1402,سایر مدیران,بازنشستگی,18233234241780,0.002568
1402-10,دی 1402,سایر مدیران,بخشی,321466223672432,0.045268
1402-10,دی 1402,سایر مدیران,تضمین اصل سرمایه,5091062121316,0.000717
1402-10,دی 1402,سایر مدیران,جسورانه,3295605672530,0.000464
1402-10,دی 1402,سایر مدیران,خصوصی,15692974730735,0.00221
1402-10,دی 1402,سایر مدیران,درآمد ثابت,4484098316280363,0.63144
1402-10,دی 1402,سایر مدیران,سهامی,240367274927735,0.033848
1402-10,دی 1402,سایر مدیران,شاخصی,26393408286438,0.003717
1402-10,دی 1402,سایر مدیران,صندوق در صندوق,3042880906341,0.000428
1402-10,دی 1402,سایر مدیران,مختلط,15737072608079,0.002216
1402-10,دی 1402,سایر مدیران,پروژه‌ای,11257064254818,0.001585
1402-10,دی 1402,سایر مدیران,کالایی,148937821698773,0.020973
1402-10,دی 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,61922846549823,0.00872
1402-10,دی 1402,سبد گردان اقتصاد بیدار,سهامی,6758589898626,0.000952
1402-10,دی 1402,سبد گردان کاریزما,اهرمی,112723390768603,0.015873
1402-10,دی 1402,سبد گردان کاریزما,بخشی,6610823875668,0.000931
1402-10,دی 1402,سبد گردان کاریزما,تضمین اصل سرمایه,20406845595668,0.002874
1402-10,دی 1402,سبد گردان کاریزما,درآمد ثابت,308600014937179,0.043456
1402-10,دی 1402,سبد گردان کاریزما,سهامی,15322893526618,0.002158
1402-10,دی 1402,سبد گردان کاریزما,شاخصی,3640775190559,0.000513
1402-10,دی 1402,سبد گردان کاریزما,صندوق در صندوق,1162062545250,0.000164
1402-10,دی 1402,سبد گردان کاریزما,مختلط,1769120292384,0.000249
1402-10,دی 1402,سبد گردان کاریزما,کالایی,32359083581028,0.004557
1402-10,دی 1402,سبدگردان آگاه,اهرمی,16180934898219,0.002279
1402-10,دی 1402,سبدگردان آگاه,بخشی,9960292592738,0.001403
1402-10,دی 1402,سبدگردان آگاه,درآمد ثابت,118454503221236,0.01668
1402-10,دی 1402,سبدگردان آگاه,سهامی,34090198059377,0.004801
1402-10,دی 1402,سبدگردان آگاه,مختلط,341343897922,4.8e-05
1402-10,دی 1402,سبدگردان توسعه فیروزه,اهرمی,15269258820860,0.00215
1402-10,دی 1402,سبدگردان توسعه فیروزه,جسورانه,392424921862,5.5e-05
1402-10,دی 1402,سبدگردان توسعه فیروزه,خصوصی,996410055050,0.00014
1402-10,دی 1402,سبدگردان توسعه فیروزه,درآمد ثابت,48784345196693,0.00687
1402-10,دی 1402,سبدگردان توسعه فیروزه,سهامی,10807161013256,0.001522
1402-10,دی 1402,سبدگردان توسعه فیروزه,شاخصی,2948783285062,0.000415
1402-10,دی 1402,سبدگردان فارابی,اهرمی,19333445689935,0.002722
1402-10,دی 1402,سبدگردان فارابی,بخشی,1558749442397,0.000219
1402-10,دی 1402,سبدگردان فارابی,درآمد ثابت,58727354381770,0.00827
1402-10,دی 1402,سبدگردان فارابی,سهامی,10153325705755,0.00143
1402-10,دی 1402,سبدگردان مفید,اهرمی,48507507881374,0.006831
1402-10,دی 1402,سبدگردان مفید,بازنشستگی,5562693358547,0.000783
1402-10,دی 1402,سبدگردان مفید,بخشی,7615652880336,0.001072
1402-10,دی 1402,سبدگردان مفید,تضمین اصل سرمایه,7187313043328,0.001012
1402-10,دی 1402,سبدگردان مفید,درآمد ثابت,407416141920881,0.057371
1402-10,دی 1402,سبدگردان مفید,سهامی,149409722763611,0.02104
1402-10,دی 1402,سبدگردان مفید,شاخصی,7829644912256,0.001103
1402-10,دی 1402,سبدگردان مفید,مختلط,4150467566182,0.000584
1402-10,دی 1402,سبدگردان مفید,کالایی,61358126607894,0.00864
1402-10,دی 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,139418840794461,0.019633
1402-10,دی 1402,مشاور سرمایه گذاری ترنج,سهامی,16606343182371,0.002338
1402-10,دی 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3950222459374,0.000556
1402-10,دی 1402,مشاور سرمایه گذاری ترنج,مختلط,6872493022854,0.000968
1402-11,بهمن 1402,سایر مدیران,املاک و مستغلات,20486863131266,0.003023
1402-11,بهمن 1402,سایر مدیران,اهرمی,2238151664894,0.00033
1402-11,بهمن 1402,سایر مدیران,بازنشستگی,17995357982472,0.002656
1402-11,بهمن 1402,سایر مدیران,بخشی,301739685948117,0.044529
1402-11,بهمن 1402,سایر مدیران,تضمین اصل سرمایه,5391361394267,0.000796
1402-11,بهمن 1402,سایر مدیران,جسورانه,3315401111413,0.000489
1402-11,بهمن 1402,سایر مدیران,خصوصی,15428766153641,0.002277
1402-11,بهمن 1402,سایر مدیران,درآمد ثابت,4216631256095263,0.622272
1402-11,بهمن 1402,سایر مدیران,سهامی,232897238684876,0.03437
1402-11,بهمن 1402,سایر مدیران,شاخصی,23813279029654,0.003514
1402-11,بهمن 1402,سایر مدیران,صندوق در صندوق,3004010091916,0.000443
1402-11,بهمن 1402,سایر مدیران,مختلط,15660961784300,0.002311
1402-11,بهمن 1402,سایر مدیران,پروژه‌ای,11258983587376,0.001662
1402-11,بهمن 1402,سایر مدیران,کالایی,163350183922137,0.024107
1402-11,بهمن 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,64537760968299,0.009524
1402-11,بهمن 1402,سبد گردان اقتصاد بیدار,سهامی,7161139676535,0.001057
1402-11,بهمن 1402,سبد گردان کاریزما,اهرمی,104284495405818,0.01539
1402-11,بهمن 1402,سبد گردان کاریزما,بخشی,6099977632645,0.0009
1402-11,بهمن 1402,سبد گردان کاریزما,تضمین اصل سرمایه,15888418375200,0.002345
1402-11,بهمن 1402,سبد گردان کاریزما,درآمد ثابت,272781083166734,0.040256
1402-11,بهمن 1402,سبد گردان کاریزما,سهامی,13898493319686,0.002051
1402-11,بهمن 1402,سبد گردان کاریزما,شاخصی,3560153763109,0.000525
1402-11,بهمن 1402,سبد گردان کاریزما,صندوق در صندوق,1236705060461,0.000183
1402-11,بهمن 1402,سبد گردان کاریزما,مختلط,1623101905575,0.00024
1402-11,بهمن 1402,سبد گردان کاریزما,کالایی,35379153071341,0.005221
1402-11,بهمن 1402,سبدگردان آگاه,اهرمی,19006824798116,0.002805
1402-11,بهمن 1402,سبدگردان آگاه,بخشی,9472043474338,0.001398
1402-11,بهمن 1402,سبدگردان آگاه,درآمد ثابت,108676527527712,0.016038
1402-11,بهمن 1402,سبدگردان آگاه,سهامی,30258753923689,0.004465
1402-11,بهمن 1402,سبدگردان آگاه,مختلط,335783599903,5e-05
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,اهرمی,20284939372294,0.002994
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,جسورانه,394302471229,5.8e-05
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,خصوصی,1004847925266,0.000148
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,درآمد ثابت,52978211944275,0.007818
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,سهامی,10021165287151,0.001479
1402-11,بهمن 1402,سبدگردان توسعه فیروزه,شاخصی,3099975585841,0.000457
1402-11,بهمن 1402,سبدگردان فارابی,اهرمی,20724353981922,0.003058
1402-11,بهمن 1402,سبدگردان فارابی,بخشی,1535053990857,0.000227
1402-11,بهمن 1402,سبدگردان فارابی,درآمد ثابت,61411304761413,0.009063
1402-11,بهمن 1402,سبدگردان فارابی,سهامی,9045227493837,0.001335
1402-11,بهمن 1402,سبدگردان مفید,اهرمی,47751320032486,0.007047
1402-11,بهمن 1402,سبدگردان مفید,بازنشستگی,5546163547474,0.000818
1402-11,بهمن 1402,سبدگردان مفید,بخشی,12582679566551,0.001857
1402-11,بهمن 1402,سبدگردان مفید,تضمین اصل سرمایه,6730579489589,0.000993
1402-11,بهمن 1402,سبدگردان مفید,درآمد ثابت,408723488301885,0.060318
1402-11,بهمن 1402,سبدگردان مفید,سهامی,141565622209399,0.020892
1402-11,بهمن 1402,سبدگردان مفید,شاخصی,7152021925195,0.001055
1402-11,بهمن 1402,سبدگردان مفید,مختلط,3992719248528,0.000589
1402-11,بهمن 1402,سبدگردان مفید,کالایی,65713271923486,0.009698
1402-11,بهمن 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,141888408793335,0.020939
1402-11,بهمن 1402,مشاور سرمایه گذاری ترنج,سهامی,15364819581294,0.002267
1402-11,بهمن 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4372373732125,0.000645
1402-11,بهمن 1402,مشاور سرمایه گذاری ترنج,مختلط,6887364215368,0.001016
1402-12,اسفند 1402,سایر مدیران,املاک و مستغلات,20478904224785,0.002967
1402-12,اسفند 1402,سایر مدیران,اهرمی,2043936370712,0.000296
1402-12,اسفند 1402,سایر مدیران,بازنشستگی,19227258715663,0.002786
1402-12,اسفند 1402,سایر مدیران,بخشی,355155494843037,0.051457
1402-12,اسفند 1402,سایر مدیران,تضمین اصل سرمایه,5961314014105,0.000864
1402-12,اسفند 1402,سایر مدیران,جسورانه,2832716217763,0.00041
1402-12,اسفند 1402,سایر مدیران,خصوصی,15514775409421,0.002248
1402-12,اسفند 1402,سایر مدیران,درآمد ثابت,4176384421750072,0.6051
1402-12,اسفند 1402,سایر مدیران,سهامی,247678876545804,0.035885
1402-12,اسفند 1402,سایر مدیران,شاخصی,24772644233549,0.003589
1402-12,اسفند 1402,سایر مدیران,صندوق در صندوق,3111574084216,0.000451
1402-12,اسفند 1402,سایر مدیران,مختلط,16252714106696,0.002355
1402-12,اسفند 1402,سایر مدیران,پروژه‌ای,12959144848944,0.001878
1402-12,اسفند 1402,سایر مدیران,کالایی,194798172323582,0.028224
1402-12,اسفند 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,61042384653874,0.008844
1402-12,اسفند 1402,سبد گردان اقتصاد بیدار,سهامی,7885938265918,0.001143
1402-12,اسفند 1402,سبد گردان کاریزما,اهرمی,117747213882466,0.01706
1402-12,اسفند 1402,سبد گردان کاریزما,بخشی,5766018656336,0.000835
1402-12,اسفند 1402,سبد گردان کاریزما,تضمین اصل سرمایه,16472865310611,0.002387
1402-12,اسفند 1402,سبد گردان کاریزما,درآمد ثابت,220610630462303,0.031963
1402-12,اسفند 1402,سبد گردان کاریزما,سهامی,13325607502587,0.001931
1402-12,اسفند 1402,سبد گردان کاریزما,شاخصی,3575442645907,0.000518
1402-12,اسفند 1402,سبد گردان کاریزما,صندوق در صندوق,1293409235615,0.000187
1402-12,اسفند 1402,سبد گردان کاریزما,مختلط,1578062916072,0.000229
1402-12,اسفند 1402,سبد گردان کاریزما,کالایی,45566989713393,0.006602
1402-12,اسفند 1402,سبدگردان آگاه,اهرمی,22957747398794,0.003326
1402-12,اسفند 1402,سبدگردان آگاه,بخشی,12199935704466,0.001768
1402-12,اسفند 1402,سبدگردان آگاه,درآمد ثابت,102218370489818,0.01481
1402-12,اسفند 1402,سبدگردان آگاه,سهامی,33020511755110,0.004784
1402-12,اسفند 1402,سبدگردان آگاه,مختلط,337547783607,4.9e-05
1402-12,اسفند 1402,سبدگردان آگاه,کالایی,24021695729692,0.00348
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,اهرمی,25529747996063,0.003699
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,جسورانه,393891751697,5.7e-05
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,خصوصی,1133337711434,0.000164
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,درآمد ثابت,66108868080862,0.009578
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,سهامی,10051972646670,0.001456
1402-12,اسفند 1402,سبدگردان توسعه فیروزه,شاخصی,3157223103325,0.000457
1402-12,اسفند 1402,سبدگردان فارابی,اهرمی,23009590373347,0.003334
1402-12,اسفند 1402,سبدگردان فارابی,بخشی,1636280786908,0.000237
1402-12,اسفند 1402,سبدگردان فارابی,درآمد ثابت,59824698332253,0.008668
1402-12,اسفند 1402,سبدگردان فارابی,سهامی,8803082169546,0.001275
1402-12,اسفند 1402,سبدگردان مفید,اهرمی,54222263110381,0.007856
1402-12,اسفند 1402,سبدگردان مفید,بازنشستگی,5840786803670,0.000846
1402-12,اسفند 1402,سبدگردان مفید,بخشی,14887995979780,0.002157
1402-12,اسفند 1402,سبدگردان مفید,تضمین اصل سرمایه,6835106613261,0.00099
1402-12,اسفند 1402,سبدگردان مفید,درآمد ثابت,424439940562363,0.061495
1402-12,اسفند 1402,سبدگردان مفید,سهامی,148968067152287,0.021583
1402-12,اسفند 1402,سبدگردان مفید,شاخصی,7716004482587,0.001118
1402-12,اسفند 1402,سبدگردان مفید,مختلط,3974979508784,0.000576
1402-12,اسفند 1402,سبدگردان مفید,کالایی,79883574087083,0.011574
1402-12,اسفند 1402,مشاور سرمایه گذاری ترنج,درآمد ثابت,141015245340063,0.020431
1402-12,اسفند 1402,مشاور سرمایه گذاری ترنج,سهامی,16484879874620,0.002388
1402-12,اسفند 1402,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4334979816078,0.000628
1402-12,اسفند 1402,مشاور سرمایه گذاری ترنج,مختلط,6930864579411,0.001004
1403-01,فروردین 1403,سایر مدیران,املاک و مستغلات,20528413553702,0.002879
1403-01,فروردین 1403,سایر مدیران,اهرمی,2013319655850,0.000282
1403-01,فروردین 1403,سایر مدیران,بازنشستگی,19169141235574,0.002689
1403-01,فروردین 1403,سایر مدیران,بخشی,345684539206044,0.048485
1403-01,فروردین 1403,سایر مدیران,تضمین اصل سرمایه,6310284030108,0.000885
1403-01,فروردین 1403,سایر مدیران,جسورانه,2864255446626,0.000402
1403-01,فروردین 1403,سایر مدیران,خصوصی,15713059295959,0.002204
1403-01,فروردین 1403,سایر مدیران,درآمد ثابت,4244583932168347,0.595331
1403-01,فروردین 1403,سایر مدیران,سهامی,245509633800231,0.034434
1403-01,فروردین 1403,سایر مدیران,شاخصی,24571875600691,0.003446
1403-01,فروردین 1403,سایر مدیران,صندوق در صندوق,3136099630626,0.00044
1403-01,فروردین 1403,سایر مدیران,مختلط,16205739348550,0.002273
1403-01,فروردین 1403,سایر مدیران,پروژه‌ای,12958776495468,0.001818
1403-01,فروردین 1403,سایر مدیران,کالایی,239851829382982,0.033641
1403-01,فروردین 1403,سبد گردان اقتصاد بیدار,درآمد ثابت,71007459891321,0.009959
1403-01,فروردین 1403,سبد گردان اقتصاد بیدار,سهامی,6953853125295,0.000975
1403-01,فروردین 1403,سبد گردان کاریزما,اهرمی,115420752232657,0.016189
1403-01,فروردین 1403,سبد گردان کاریزما,بازنشستگی,5410812525558,0.000759
1403-01,فروردین 1403,سبد گردان کاریزما,بخشی,6230028357022,0.000874
1403-01,فروردین 1403,سبد گردان کاریزما,تضمین اصل سرمایه,16333306521109,0.002291
1403-01,فروردین 1403,سبد گردان کاریزما,درآمد ثابت,218443573085951,0.030638
1403-01,فروردین 1403,سبد گردان کاریزما,سهامی,12368161757489,0.001735
1403-01,فروردین 1403,سبد گردان کاریزما,شاخصی,3077060621736,0.000432
1403-01,فروردین 1403,سبد گردان کاریزما,صندوق در صندوق,1375135379196,0.000193
1403-01,فروردین 1403,سبد گردان کاریزما,مختلط,1506614100748,0.000211
1403-01,فروردین 1403,سبد گردان کاریزما,کالایی,57622117769901,0.008082
1403-01,فروردین 1403,سبدگردان آگاه,اهرمی,26694010904839,0.003744
1403-01,فروردین 1403,سبدگردان آگاه,بخشی,11636596375649,0.001632
1403-01,فروردین 1403,سبدگردان آگاه,درآمد ثابت,113289970633519,0.01589
1403-01,فروردین 1403,سبدگردان آگاه,سهامی,32289663820438,0.004529
1403-01,فروردین 1403,سبدگردان آگاه,مختلط,341766062901,4.8e-05
1403-01,فروردین 1403,سبدگردان آگاه,کالایی,30256124622916,0.004244
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,اهرمی,25746774776691,0.003611
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,جسورانه,401726402695,5.6e-05
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,خصوصی,1136930614966,0.000159
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,درآمد ثابت,67574379209918,0.009478
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,سهامی,9575699442541,0.001343
1403-01,فروردین 1403,سبدگردان توسعه فیروزه,شاخصی,3005669108826,0.000422
1403-01,فروردین 1403,سبدگردان فارابی,اهرمی,23615935549427,0.003312
1403-01,فروردین 1403,سبدگردان فارابی,بخشی,1636346326238,0.00023
1403-01,فروردین 1403,سبدگردان فارابی,درآمد ثابت,62618669799803,0.008783
1403-01,فروردین 1403,سبدگردان فارابی,سهامی,8733663927002,0.001225
1403-01,فروردین 1403,سبدگردان مفید,اهرمی,56270167048711,0.007892
1403-01,فروردین 1403,سبدگردان مفید,بازنشستگی,6250171426975,0.000877
1403-01,فروردین 1403,سبدگردان مفید,بخشی,14175439193921,0.001988
1403-01,فروردین 1403,سبدگردان مفید,تضمین اصل سرمایه,6407155807077,0.000899
1403-01,فروردین 1403,سبدگردان مفید,درآمد ثابت,472790196847591,0.066312
1403-01,فروردین 1403,سبدگردان مفید,سهامی,150535626669365,0.021114
1403-01,فروردین 1403,سبدگردان مفید,شاخصی,7509501206152,0.001053
1403-01,فروردین 1403,سبدگردان مفید,مختلط,3923242632326,0.00055
1403-01,فروردین 1403,سبدگردان مفید,کالایی,99265837031641,0.013923
1403-01,فروردین 1403,مشاور سرمایه گذاری ترنج,درآمد ثابت,151073076939444,0.021189
1403-01,فروردین 1403,مشاور سرمایه گذاری ترنج,سهامی,16689642275745,0.002341
1403-01,فروردین 1403,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4709330087377,0.000661
1403-01,فروردین 1403,مشاور سرمایه گذاری ترنج,مختلط,6790630401639,0.000952
1403-02,اردیبهشت 1403,سایر مدیران,املاک و مستغلات,25577842480945,0.003576
1403-02,اردیبهشت 1403,سایر مدیران,اهرمی,1383474482515,0.000193
1403-02,اردیبهشت 1403,سایر مدیران,بازنشستگی,18051865855666,0.002524
1403-02,اردیبهشت 1403,سایر مدیران,بخشی,321154672126181,0.044902
1403-02,اردیبهشت 1403,سایر مدیران,تضمین اصل سرمایه,10528678587290,0.001472
1403-02,اردیبهشت 1403,سایر مدیران,جسورانه,2895780950868,0.000405
1403-02,اردیبهشت 1403,سایر مدیران,خصوصی,15296868897018,0.002139
1403-02,اردیبهشت 1403,سایر مدیران,درآمد ثابت,4315586602063524,0.603374
1403-02,اردیبهشت 1403,سایر مدیران,سهامی,231907182590719,0.032424
1403-02,اردیبهشت 1403,سایر مدیران,شاخصی,23387292161856,0.00327
1403-02,اردیبهشت 1403,سایر مدیران,صندوق در صندوق,3072586479047,0.00043
1403-02,اردیبهشت 1403,سایر مدیران,مختلط,15992927572805,0.002236
1403-02,اردیبهشت 1403,سایر مدیران,پروژه‌ای,12958406832943,0.001812
1403-02,اردیبهشت 1403,سایر مدیران,کالایی,220794178533375,0.03087
1403-02,اردیبهشت 1403,سبد گردان اقتصاد بیدار,درآمد ثابت,81266264304017,0.011362
1403-02,اردیبهشت 1403,سبد گردان اقتصاد بیدار,سهامی,7269685536180,0.001016
1403-02,اردیبهشت 1403,سبد گردان کاریزما,اهرمی,108789892156739,0.01521
1403-02,اردیبهشت 1403,سبد گردان کاریزما,بازنشستگی,5216310495663,0.000729
1403-02,اردیبهشت 1403,سبد گردان کاریزما,بخشی,5527119773745,0.000773
1403-02,اردیبهشت 1403,سبد گردان کاریزما,تضمین اصل سرمایه,15730473580703,0.002199
1403-02,اردیبهشت 1403,سبد گردان کاریزما,درآمد ثابت,203211164504740,0.028412
1403-02,اردیبهشت 1403,سبد گردان کاریزما,سهامی,10501001613267,0.001468
1403-02,اردیبهشت 1403,سبد گردان کاریزما,شاخصی,2872928197194,0.000402
1403-02,اردیبهشت 1403,سبد گردان کاریزما,صندوق در صندوق,1184489553680,0.000166
1403-02,اردیبهشت 1403,سبد گردان کاریزما,مختلط,1413394239069,0.000198
1403-02,اردیبهشت 1403,سبد گردان کاریزما,کالایی,52865605119314,0.007391
1403-02,اردیبهشت 1403,سبدگردان آگاه,اهرمی,26666212031363,0.003728
1403-02,اردیبهشت 1403,سبدگردان آگاه,بخشی,10562716403181,0.001477
1403-02,اردیبهشت 1403,سبدگردان آگاه,درآمد ثابت,110871787420461,0.015501
1403-02,اردیبهشت 1403,سبدگردان آگاه,سهامی,29438660051400,0.004116
1403-02,اردیبهشت 1403,سبدگردان آگاه,مختلط,328468113957,4.6e-05
1403-02,اردیبهشت 1403,سبدگردان آگاه,کالایی,28103060440685,0.003929
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,اهرمی,27923267453360,0.003904
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,جسورانه,530968693208,7.4e-05
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,خصوصی,1168179879204,0.000163
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,درآمد ثابت,68749603093368,0.009612
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,سهامی,8760572905519,0.001225
1403-02,اردیبهشت 1403,سبدگردان توسعه فیروزه,شاخصی,2498302579212,0.000349
1403-02,اردیبهشت 1403,سبدگردان فارابی,اهرمی,29979615286594,0.004192
1403-02,اردیبهشت 1403,سبدگردان فارابی,بخشی,1612744464485,0.000225
1403-02,اردیبهشت 1403,سبدگردان فارابی,درآمد ثابت,65105240090608,0.009103
1403-02,اردیبهشت 1403,سبدگردان فارابی,سهامی,8528466405945,0.001192
1403-02,اردیبهشت 1403,سبدگردان مفید,اهرمی,53538650030052,0.007485
1403-02,اردیبهشت 1403,سبدگردان مفید,بازنشستگی,5913182152111,0.000827
1403-02,اردیبهشت 1403,سبدگردان مفید,بخشی,19983392269472,0.002794
1403-02,اردیبهشت 1403,سبدگردان مفید,تضمین اصل سرمایه,5454979849981,0.000763
1403-02,اردیبهشت 1403,سبدگردان مفید,درآمد ثابت,502415624507764,0.070244
1403-02,اردیبهشت 1403,سبدگردان مفید,سهامی,139541046058891,0.01951
1403-02,اردیبهشت 1403,سبدگردان مفید,شاخصی,7078073352439,0.00099
1403-02,اردیبهشت 1403,سبدگردان مفید,مختلط,3702216586879,0.000518
1403-02,اردیبهشت 1403,سبدگردان مفید,کالایی,96134829389706,0.013441
1403-02,اردیبهشت 1403,مشاور سرمایه گذاری ترنج,درآمد ثابت,156969238787916,0.021946
1403-02,اردیبهشت 1403,مشاور سرمایه گذاری ترنج,سهامی,16111428624819,0.002253
1403-02,اردیبهشت 1403,مشاور سرمایه گذاری ترنج,صندوق در صندوق,4004645387373,0.00056
1403-02,اردیبهشت 1403,مشاور سرمایه گذاری ترنج,مختلط,6313452558522,0.000883
1403-03,خرداد 1403,سایر مدیران,املاک و مستغلات,25679140336639,0.003474
1403-03,خرداد 1403,سایر مدیران,اهرمی,1357727226729,0.000184
1403-03,خرداد 1403,سایر مدیران,بازنشستگی,17983600037642,0.002433
1403-03,خرداد 1403,سایر مدیران,بخشی,321995598093560,0.043565
1403-03,خرداد 1403,سایر مدیران,تضمین اصل سرمایه,11544471484579,0.001562
1403-03,خرداد 1403,سایر مدیران,جسورانه,2934200811667,0.000397
1403-03,خرداد 1403,سایر مدیران,خصوصی,15178735514000,0.002054
1403-03,خرداد 1403,سایر مدیران,درآمد ثابت,4433370270409352,0.599823
1403-03,خرداد 1403,سایر مدیران,سهامی,227807511715033,0.030822
1403-03,خرداد 1403,سایر مدیران,شاخصی,20252084690151,0.00274
1403-03,خرداد 1403,سایر مدیران,صندوق در صندوق,2975182328425,0.000403
1403-03,خرداد 1403,سایر مدیران,مختلط,15672405028675,0.00212
1403-03,خرداد 1403,سایر مدیران,پروژه‌ای,12958020685454,0.001753
1403-03,خرداد 1403,سایر مدیران,کالایی,227177176785794,0.030736
1403-03,خرداد 1403,سبد گردان اقتصاد بیدار,درآمد ثابت,94141404080520,0.012737
1403-03,خرداد 1403,سبد گردان اقتصاد بیدار,سهامی,7382956189703,0.000999
1403-03,خرداد 1403,سبد گردان کاریزما,اهرمی,123223658100772,0.016672
1403-03,خرداد 1403,سبد گردان کاریزما,بازنشستگی,5235278578998,0.000708
1403-03,خرداد 1403,سبد گردان کاریزما,بخشی,5068361044791,0.000686
1403-03,خرداد 1403,سبد گردان کاریزما,تضمین اصل سرمایه,14542926044516,0.001968
1403-03,خرداد 1403,سبد گردان کاریزما,درآمد ثابت,209431929592520,0.028336
1403-03,خرداد 1403,سبد گردان کاریزما,سهامی,9799733106595,0.001326
