دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (ریال),سهم از کل صنعت
1400-09,آذر 1400,سبدگردان فارابی,درآمد ثابت,8852864506567,0.002047
1400-09,آذر 1400,سبدگردان فارابی,سهامی,5584367112396,0.001291
1400-09,آذر 1400,سبدگردان مفید,درآمد ثابت,147149094976840,0.034029
1400-09,آذر 1400,سبدگردان مفید,سهامی,98408158270230,0.022758
1400-09,آذر 1400,سبدگردان مفید,مختلط,3704109190683,0.000857
1400-09,آذر 1400,سبدگردان مفید,کالایی,3409206379721,0.000788
1400-09,آذر 1400,مشاور سرمایه گذاری ترنج,درآمد ثابت,17217141873349,0.003982
1400-09,آذر 1400,مشاور سرمایه گذاری ترنج,سهامی,8983157053687,0.002077
1400-09,آذر 1400,مشاور سرمایه گذاری ترنج,مختلط,670417860534,0.000155
1400-10,دی 1400,سایر مدیران,اهرمی,1479975401863,0.00034
1400-10,دی 1400,سایر مدیران,بازنشستگی,12944338101843,0.002974
1400-10,دی 1400,سایر مدیران,بخشی,186031102772267,0.042741
1400-10,دی 1400,سایر مدیران,جسورانه,3699684245670,0.00085
1400-10,دی 1400,سایر مدیران,خصوصی,10768081252736,0.002474
1400-10,دی 1400,سایر مدیران,درآمد ثابت,3429549112402067,0.787945
1400-10,دی 1400,سایر مدیران,سهامی,127925390076198,0.029391
1400-10,دی 1400,سایر مدیران,شاخصی,8052749947995,0.00185
1400-10,دی 1400,سایر مدیران,صندوق در صندوق,1537645247406,0.000353
1400-10,دی 1400,سایر مدیران,مختلط,12492847213458,0.00287
1400-10,دی 1400,سایر مدیران,پروژه‌ای,10576936726149,0.00243
1400-10,دی 1400,سایر مدیران,کالایی,32680514464061,0.007508
1400-10,دی 1400,سبد گردان اقتصاد بیدار,درآمد ثابت,6689274840106,0.001537
1400-10,دی 1400,سبد گردان اقتصاد بیدار,سهامی,3612578265768,0.00083
1400-10,دی 1400,سبد گردان کاریزما,اهرمی,4775944244084,0.001097
1400-10,دی 1400,سبد گردان کاریزما,درآمد ثابت,126797450226345,0.029132
1400-10,دی 1400,سبد گردان کاریزما,سهامی,7380650075974,0.001696
1400-10,دی 1400,سبد گردان کاریزما,شاخصی,2077932454255,0.000477
1400-10,دی 1400,سبد گردان کاریزما,مختلط,331799348864,7.6e-05
1400-10,دی 1400,سبد گردان کاریزما,کالایی,1762569048321,0.000405
1400-10,دی 1400,سبدگردان آگاه,درآمد ثابت,35513115699481,0.008159
1400-10,دی 1400,سبدگردان آگاه,سهامی,20808633743557,0.004781
1400-10,دی 1400,سبدگردان آگاه,مختلط,187701987184,4.3e-05
1400-10,دی 1400,سبدگردان توسعه فیروزه,جسورانه,208465175021,4.8e-05
1400-10,دی 1400,سبدگردان توسعه فیروزه,خصوصی,1043359805776,0.00024
1400-10,دی 1400,سبدگردان توسعه فیروزه,درآمد ثابت,2068836660865,0.000475
1400-10,دی 1400,سبدگردان توسعه فیروزه,سهامی,1609611055091,0.00037
1400-10,دی 1400,سبدگردان توسعه فیروزه,شاخصی,2417589581559,0.000555
1400-10,دی 1400,سبدگردان فارابی,درآمد ثابت,8654053856840,0.001988
1400-10,دی 1400,سبدگردان فارابی,سهامی,5368180719487,0.001233
1400-10,دی 1400,سبدگردان مفید,درآمد ثابت,152556400559530,0.03505
1400-10,دی 1400,سبدگردان مفید,سهامی,92402912402058,0.02123
1400-10,دی 1400,سبدگردان مفید,مختلط,3616325127896,0.000831
1400-10,دی 1400,سبدگردان مفید,کالایی,2976781980002,0.000684
1400-10,دی 1400,مشاور سرمایه گذاری ترنج,درآمد ثابت,22692536616537,0.005214
1400-10,دی 1400,مشاور سرمایه گذاری ترنج,سهامی,8577850894041,0.001971
1400-10,دی 1400,مشاور سرمایه گذاری ترنج,مختلط,654482453499,0.00015
1400-11,بهمن 1400,سایر مدیران,اهرمی,1500218489765,0.000339
1400-11,بهمن 1400,سایر مدیران,بازنشستگی,13120898890538,0.002968
1400-11,بهمن 1400,سایر مدیران,بخشی,189653589431975,0.042899
1400-11,بهمن 1400,سایر مدیران,جسورانه,3755327464564,0.000849
1400-11,بهمن 1400,سایر مدیران,خصوصی,10812730855798,0.002446
1400-11,بهمن 1400,سایر مدیران,درآمد ثابت,3463379179090017,0.783398
1400-11,بهمن 1400,سایر مدیران,سهامی,123969648780820,0.028041
1400-11,بهمن 1400,سایر مدیران,شاخصی,7973779698469,0.001804
1400-11,بهمن 1400,سایر مدیران,صندوق در صندوق,2114739725304,0.000478
1400-11,بهمن 1400,سایر مدیران,مختلط,11551434702149,0.002613
1400-11,بهمن 1400,سایر مدیران,پروژه‌ای,10576823833095,0.002392
1400-11,بهمن 1400,سایر مدیران,کالایی,30568774073480,0.006914
1400-11,بهمن 1400,سبد گردان اقتصاد بیدار,درآمد ثابت,8031277746761,0.001817
1400-11,بهمن 1400,سبد گردان اقتصاد بیدار,سهامی,3422346742076,0.000774
1400-11,بهمن 1400,سبد گردان کاریزما,اهرمی,4750346096384,0.001075
1400-11,بهمن 1400,سبد گردان کاریزما,درآمد ثابت,152820777305066,0.034567
1400-11,بهمن 1400,سبد گردان کاریزما,سهامی,7127268391218,0.001612
1400-11,بهمن 1400,سبد گردان کاریزما,شاخصی,2026411093147,0.000458
1400-11,بهمن 1400,سبد گردان کاریزما,صندوق در صندوق,582690030120,0.000132
1400-11,بهمن 1400,سبد گردان کاریزما,مختلط,360555791922,8.2e-05
1400-11,بهمن 1400,سبد گردان کاریزما,کالایی,1746057053530,0.000395
1400-11,بهمن 1400,سبدگردان آگاه,درآمد ثابت,34335154256454,0.007766
1400-11,بهمن 1400,سبدگردان آگاه,سهامی,20123198767638,0.004552
1400-11,بهمن 1400,سبدگردان آگاه,مختلط,187644922009,4.2e-05
1400-11,بهمن 1400,سبدگردان توسعه فیروزه,جسورانه,209200709377,4.7e-05
1400-11,بهمن 1400,سبدگردان توسعه فیروزه,خصوصی,1049585235277,0.000237
1400-11,بهمن 1400,سبدگردان توسعه فیروزه,درآمد ثابت,2068827252385,0.000468
1400-11,بهمن 1400,سبدگردان توسعه فیروزه,سهامی,1535379207948,0.000347
1400-11,بهمن 1400,سبدگردان توسعه فیروزه,شاخصی,2410471166427,0.000545
1400-11,بهمن 1400,سبدگردان فارابی,درآمد ثابت,9120588402632,0.002063
1400-11,بهمن 1400,سبدگردان فارابی,سهامی,4989337276331,0.001129
1400-11,بهمن 1400,سبدگردان مفید,درآمد ثابت,167612703421824,0.037913
1400-11,بهمن 1400,سبدگردان مفید,سهامی,88608259741002,0.020043
1400-11,بهمن 1400,سبدگردان مفید,مختلط,3342877500077,0.000756
1400-11,بهمن 1400,سبدگردان مفید,کالایی,2773232151058,0.000627
1400-11,بهمن 1400,مشاور سرمایه گذاری ترنج,درآمد ثابت,23808409021285,0.005385
1400-11,بهمن 1400,مشاور سرمایه گذاری ترنج,سهامی,8302239262603,0.001878
1400-11,بهمن 1400,مشاور سرمایه گذاری ترنج,مختلط,650263866819,0.000147
1400-12,اسفند 1400,سایر مدیران,اهرمی,1407158484918,0.000307
1400-12,اسفند 1400,سایر مدیران,بازنشستگی,13991945997980,0.003048
1400-12,اسفند 1400,سایر مدیران,بخشی,213987754978603,0.04661
1400-12,اسفند 1400,سایر مدیران,جسورانه,3947884062128,0.00086
1400-12,اسفند 1400,سایر مدیران,خصوصی,10881897379596,0.00237
1400-12,اسفند 1400,سایر مدیران,درآمد ثابت,3567212762453985,0.776997
1400-12,اسفند 1400,سایر مدیران,سهامی,131828925252967,0.028714
1400-12,اسفند 1400,سایر مدیران,شاخصی,8005833420250,0.001744
1400-12,اسفند 1400,سایر مدیران,صندوق در صندوق,2189704640676,0.000477
1400-12,اسفند 1400,سایر مدیران,مختلط,11803966958481,0.002571
1400-12,اسفند 1400,سایر مدیران,پروژه‌ای,10576593167752,0.002304
1400-12,اسفند 1400,سایر مدیران,کالایی,30718568464619,0.006691
1400-12,اسفند 1400,سبد گردان اقتصاد بیدار,درآمد ثابت,8244573153426,0.001796
1400-12,اسفند 1400,سبد گردان اقتصاد بیدار,سهامی,3580609929240,0.00078
1400-12,اسفند 1400,سبد گردان کاریزما,اهرمی,5247920182564,0.001143
1400-12,اسفند 1400,سبد گردان کاریزما,درآمد ثابت,157697818605670,0.034349
1400-12,اسفند 1400,سبد گردان کاریزما,سهامی,7603251520591,0.001656
1400-12,اسفند 1400,سبد گردان کاریزما,شاخصی,2115907831218,0.000461
1400-12,اسفند 1400,سبد گردان کاریزما,صندوق در صندوق,703531021656,0.000153
1400-12,اسفند 1400,سبد گردان کاریزما,مختلط,394601591413,8.6e-05
1400-12,اسفند 1400,سبد گردان کاریزما,کالایی,1799601768977,0.000392
1400-12,اسفند 1400,سبدگردان آگاه,درآمد ثابت,37835518560092,0.008241
1400-12,اسفند 1400,سبدگردان آگاه,سهامی,21425403222043,0.004667
1400-12,اسفند 1400,سبدگردان آگاه,مختلط,194384668683,4.2e-05
1400-12,اسفند 1400,سبدگردان توسعه فیروزه,جسورانه,211399453280,4.6e-05
1400-12,اسفند 1400,سبدگردان توسعه فیروزه,خصوصی,1055633352134,0.00023
1400-12,اسفند 1400,سبدگردان توسعه فیروزه,درآمد ثابت,2478545991691,0.00054
1400-12,اسفند 1400,سبدگردان توسعه فیروزه,سهامی,1571323403385,0.000342
1400-12,اسفند 1400,سبدگردان توسعه فیروزه,شاخصی,2557220401324,0.000557
1400-12,اسفند 1400,سبدگردان فارابی,درآمد ثابت,7372581809737,0.001606
1400-12,اسفند 1400,سبدگردان فارابی,سهامی,5415997619103,0.00118
1400-12,اسفند 1400,سبدگردان مفید,درآمد ثابت,171377002624199,0.037329
1400-12,اسفند 1400,سبدگردان مفید,سهامی,93404254771529,0.020345
1400-12,اسفند 1400,سبدگردان مفید,شاخصی,5067748757999,0.001104
1400-12,اسفند 1400,سبدگردان مفید,مختلط,3590072248810,0.000782
1400-12,اسفند 1400,سبدگردان مفید,کالایی,2992010211730,0.000652
1400-12,اسفند 1400,مشاور سرمایه گذاری ترنج,درآمد ثابت,31199953011674,0.006796
1400-12,اسفند 1400,مشاور سرمایه گذاری ترنج,سهامی,8634383067870,0.001881
1400-12,اسفند 1400,مشاور سرمایه گذاری ترنج,مختلط,700990265369,0.000153
1401-01,فروردین 1401,سایر مدیران,اهرمی,1529261396825,0.000316
1401-01,فروردین 1401,سایر مدیران,بازنشستگی,15294150006141,0.003158
1401-01,فروردین 1401,سایر مدیران,بخشی,242069348412158,0.049991
1401-01,فروردین 1401,سایر مدیران,جسورانه,3957056631173,0.000817
1401-01,فروردین 1401,سایر مدیران,خصوصی,10973602313251,0.002266
1401-01,فروردین 1401,سایر مدیران,درآمد ثابت,3723333311875131,0.768921
1401-01,فروردین 1401,سایر مدیران,سهامی,147230941077646,0.030405
1401-01,فروردین 1401,سایر مدیران,شاخصی,8448882847120,0.001745
1401-01,فروردین 1401,سایر مدیران,صندوق در صندوق,2305181943942,0.000476
1401-01,فروردین 1401,سایر مدیران,مختلط,12494916460698,0.00258
1401-01,فروردین 1401,سایر مدیران,پروژه‌ای,10576640683109,0.002184
1401-01,فروردین 1401,سایر مدیران,کالایی,32607705098764,0.006734
1401-01,فروردین 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,8509227473339,0.001757
1401-01,فروردین 1401,سبد گردان اقتصاد بیدار,سهامی,4094369807740,0.000846
1401-01,فروردین 1401,سبد گردان کاریزما,اهرمی,6185496365055,0.001277
1401-01,فروردین 1401,سبد گردان کاریزما,درآمد ثابت,167659685133911,0.034624
1401-01,فروردین 1401,سبد گردان کاریزما,سهامی,8466346384295,0.001748
1401-01,فروردین 1401,سبد گردان کاریزما,شاخصی,2386486413583,0.000493
1401-01,فروردین 1401,سبد گردان کاریزما,صندوق در صندوق,879438253498,0.000182
1401-01,فروردین 1401,سبد گردان کاریزما,مختلط,565776468385,0.000117
1401-01,فروردین 1401,سبد گردان کاریزما,کالایی,1909887261955,0.000394
1401-01,فروردین 1401,سبدگردان آگاه,درآمد ثابت,45959415490146,0.009491
1401-01,فروردین 1401,سبدگردان آگاه,سهامی,23402591347212,0.004833
1401-01,فروردین 1401,سبدگردان آگاه,مختلط,209585363096,4.3e-05
1401-01,فروردین 1401,سبدگردان توسعه فیروزه,جسورانه,213596078038,4.4e-05
1401-01,فروردین 1401,سبدگردان توسعه فیروزه,خصوصی,1063427028059,0.00022
1401-01,فروردین 1401,سبدگردان توسعه فیروزه,درآمد ثابت,5862950392752,0.001211
1401-01,فروردین 1401,سبدگردان توسعه فیروزه,سهامی,1672656999176,0.000345
1401-01,فروردین 1401,سبدگردان توسعه فیروزه,شاخصی,2768215579297,0.000572
1401-01,فروردین 1401,سبدگردان فارابی,درآمد ثابت,6571641086163,0.001357
1401-01,فروردین 1401,سبدگردان فارابی,سهامی,5940461758296,0.001227
1401-01,فروردین 1401,سبدگردان مفید,درآمد ثابت,178055029122279,0.036771
1401-01,فروردین 1401,سبدگردان مفید,سهامی,105422004597215,0.021771
1401-01,فروردین 1401,سبدگردان مفید,شاخصی,4436292099993,0.000916
1401-01,فروردین 1401,سبدگردان مفید,مختلط,3954972013087,0.000817
1401-01,فروردین 1401,سبدگردان مفید,کالایی,3928961900769,0.000811
1401-01,فروردین 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,31243601405296,0.006452
1401-01,فروردین 1401,مشاور سرمایه گذاری ترنج,سهامی,9185593419594,0.001897
1401-01,فروردین 1401,مشاور سرمایه گذاری ترنج,مختلط,912270015939,0.000188
1401-02,اردیبهشت 1401,سایر مدیران,اهرمی,1556148243417,0.00031
1401-02,اردیبهشت 1401,سایر مدیران,بازنشستگی,15363887006382,0.003059
1401-02,اردیبهشت 1401,سایر مدیران,بخشی,255919028558195,0.050958
1401-02,اردیبهشت 1401,سایر مدیران,جسورانه,3968804301722,0.00079
1401-02,اردیبهشت 1401,سایر مدیران,خصوصی,11071101532943,0.002204
1401-02,اردیبهشت 1401,سایر مدیران,درآمد ثابت,3849758188168931,0.766551
1401-02,اردیبهشت 1401,سایر مدیران,سهامی,150610888313733,0.029989
1401-02,اردیبهشت 1401,سایر مدیران,شاخصی,8942266617994,0.001781
1401-02,اردیبهشت 1401,سایر مدیران,صندوق در صندوق,2436788828619,0.000485
1401-02,اردیبهشت 1401,سایر مدیران,مختلط,12413164417537,0.002472
1401-02,اردیبهشت 1401,سایر مدیران,پروژه‌ای,10576721474186,0.002106
1401-02,اردیبهشت 1401,سایر مدیران,کالایی,35708778642330,0.00711
1401-02,اردیبهشت 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,8681231256478,0.001729
1401-02,اردیبهشت 1401,سبد گردان اقتصاد بیدار,سهامی,4298150835688,0.000856
1401-02,اردیبهشت 1401,سبد گردان کاریزما,اهرمی,6895753916778,0.001373
1401-02,اردیبهشت 1401,سبد گردان کاریزما,درآمد ثابت,184523000612505,0.036742
1401-02,اردیبهشت 1401,سبد گردان کاریزما,سهامی,9082300062928,0.001808
1401-02,اردیبهشت 1401,سبد گردان کاریزما,شاخصی,2573236268685,0.000512
1401-02,اردیبهشت 1401,سبد گردان کاریزما,صندوق در صندوق,1027578461696,0.000205
1401-02,اردیبهشت 1401,سبد گردان کاریزما,مختلط,676694363074,0.000135
1401-02,اردیبهشت 1401,سبد گردان کاریزما,کالایی,2097396900889,0.000418
1401-02,اردیبهشت 1401,سبدگردان آگاه,درآمد ثابت,51115112794614,0.010178
1401-02,اردیبهشت 1401,سبدگردان آگاه,سهامی,24231151508122,0.004825
1401-02,اردیبهشت 1401,سبدگردان آگاه,مختلط,227618117973,4.5e-05
1401-02,اردیبهشت 1401,سبدگردان توسعه فیروزه,جسورانه,215436549866,4.3e-05
1401-02,اردیبهشت 1401,سبدگردان توسعه فیروزه,خصوصی,1068799380931,0.000213
1401-02,اردیبهشت 1401,سبدگردان توسعه فیروزه,درآمد ثابت,7946770203863,0.001582
1401-02,اردیبهشت 1401,سبدگردان توسعه فیروزه,سهامی,1879508562464,0.000374
1401-02,اردیبهشت 1401,سبدگردان توسعه فیروزه,شاخصی,2836558567440,0.000565
1401-02,اردیبهشت 1401,سبدگردان فارابی,درآمد ثابت,6376462137820,0.00127
1401-02,اردیبهشت 1401,سبدگردان فارابی,سهامی,7294026932290,0.001452
1401-02,اردیبهشت 1401,سبدگردان مفید,درآمد ثابت,172136431040196,0.034275
1401-02,اردیبهشت 1401,سبدگردان مفید,سهامی,111501702033322,0.022202
1401-02,اردیبهشت 1401,سبدگردان مفید,شاخصی,4502089603532,0.000896
1401-02,اردیبهشت 1401,سبدگردان مفید,مختلط,4039368171868,0.000804
1401-02,اردیبهشت 1401,سبدگردان مفید,کالایی,4292157350582,0.000855
1401-02,اردیبهشت 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,33914022394789,0.006753
1401-02,اردیبهشت 1401,مشاور سرمایه گذاری ترنج,سهامی,9150301079832,0.001822
1401-02,اردیبهشت 1401,مشاور سرمایه گذاری ترنج,مختلط,1275741561755,0.000254
1401-03,خرداد 1401,سایر مدیران,اهرمی,1409086552768,0.000276
1401-03,خرداد 1401,سایر مدیران,بازنشستگی,15016351815711,0.002939
1401-03,خرداد 1401,سایر مدیران,بخشی,246058170823461,0.048162
1401-03,خرداد 1401,سایر مدیران,جسورانه,3976569382664,0.000778
1401-03,خرداد 1401,سایر مدیران,خصوصی,11127322031259,0.002178
1401-03,خرداد 1401,سایر مدیران,درآمد ثابت,3945688792966635,0.772313
1401-03,خرداد 1401,سایر مدیران,سهامی,142599157741236,0.027912
1401-03,خرداد 1401,سایر مدیران,شاخصی,10246594378000,0.002006
1401-03,خرداد 1401,سایر مدیران,صندوق در صندوق,2419168093778,0.000474
1401-03,خرداد 1401,سایر مدیران,مختلط,11736617382936,0.002297
1401-03,خرداد 1401,سایر مدیران,پروژه‌ای,10576429468200,0.00207
1401-03,خرداد 1401,سایر مدیران,کالایی,42618470685830,0.008342
1401-03,خرداد 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,10284265000794,0.002013
1401-03,خرداد 1401,سبد گردان اقتصاد بیدار,سهامی,4022004418902,0.000787
1401-03,خرداد 1401,سبد گردان کاریزما,اهرمی,8084554842997,0.001582
1401-03,خرداد 1401,سبد گردان کاریزما,درآمد ثابت,189778214456404,0.037146
1401-03,خرداد 1401,سبد گردان کاریزما,سهامی,8858619346997,0.001734
1401-03,خرداد 1401,سبد گردان کاریزما,شاخصی,2407199192962,0.000471
1401-03,خرداد 1401,سبد گردان کاریزما,صندوق در صندوق,1048862758248,0.000205
1401-03,خرداد 1401,سبد گردان کاریزما,مختلط,715597377646,0.00014
1401-03,خرداد 1401,سبد گردان کاریزما,کالایی,3027196488390,0.000593
1401-03,خرداد 1401,سبدگردان آگاه,درآمد ثابت,49995202634405,0.009786
1401-03,خرداد 1401,سبدگردان آگاه,سهامی,22961861773292,0.004494
1401-03,خرداد 1401,سبدگردان آگاه,مختلط,216677315901,4.2e-05
1401-03,خرداد 1401,سبدگردان توسعه فیروزه,جسورانه,217218612611,4.3e-05
1401-03,خرداد 1401,سبدگردان توسعه فیروزه,خصوصی,1074866516944,0.00021
1401-03,خرداد 1401,سبدگردان توسعه فیروزه,درآمد ثابت,8630570912567,0.001689
1401-03,خرداد 1401,سبدگردان توسعه فیروزه,سهامی,1818406342384,0.000356
1401-03,خرداد 1401,سبدگردان توسعه فیروزه,شاخصی,2796409653551,0.000547
1401-03,خرداد 1401,سبدگردان فارابی,درآمد ثابت,5667927860175,0.001109
1401-03,خرداد 1401,سبدگردان فارابی,سهامی,6537089034592,0.00128
1401-03,خرداد 1401,سبدگردان مفید,درآمد ثابت,172239807630379,0.033714
1401-03,خرداد 1401,سبدگردان مفید,سهامی,107402353080074,0.021023
1401-03,خرداد 1401,سبدگردان مفید,شاخصی,4488541949200,0.000879
1401-03,خرداد 1401,سبدگردان مفید,مختلط,3882651500100,0.00076
1401-03,خرداد 1401,سبدگردان مفید,کالایی,6409227151244,0.001255
1401-03,خرداد 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,32741337464653,0.006409
1401-03,خرداد 1401,مشاور سرمایه گذاری ترنج,سهامی,8780713329197,0.001719
1401-03,خرداد 1401,مشاور سرمایه گذاری ترنج,مختلط,1363212398888,0.000267
1401-04,تیر 1401,سایر مدیران,اهرمی,1296817107339,0.000242
1401-04,تیر 1401,سایر مدیران,بازنشستگی,13751405601374,0.002566
1401-04,تیر 1401,سایر مدیران,بخشی,238213436886390,0.044459
1401-04,تیر 1401,سایر مدیران,جسورانه,3996923052092,0.000746
1401-04,تیر 1401,سایر مدیران,خصوصی,11197713593265,0.00209
1401-04,تیر 1401,سایر مدیران,درآمد ثابت,4155506459101518,0.775558
1401-04,تیر 1401,سایر مدیران,سهامی,133265588561063,0.024872
1401-04,تیر 1401,سایر مدیران,شاخصی,9538825328797,0.00178
1401-04,تیر 1401,سایر مدیران,صندوق در صندوق,2366509458367,0.000442
1401-04,تیر 1401,سایر مدیران,مختلط,11191717287649,0.002089
1401-04,تیر 1401,سایر مدیران,پروژه‌ای,10576314025633,0.001974
1401-04,تیر 1401,سایر مدیران,کالایی,43168616950438,0.008057
1401-04,تیر 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,11354198039096,0.002119
1401-04,تیر 1401,سبد گردان اقتصاد بیدار,سهامی,3451163423951,0.000644
1401-04,تیر 1401,سبد گردان کاریزما,اهرمی,15439081022050,0.002881
1401-04,تیر 1401,سبد گردان کاریزما,درآمد ثابت,218828356354752,0.040841
1401-04,تیر 1401,سبد گردان کاریزما,سهامی,8499121540291,0.001586
1401-04,تیر 1401,سبد گردان کاریزما,شاخصی,2199652828869,0.000411
1401-04,تیر 1401,سبد گردان کاریزما,صندوق در صندوق,1041800499435,0.000194
1401-04,تیر 1401,سبد گردان کاریزما,مختلط,685176399051,0.000128
1401-04,تیر 1401,سبد گردان کاریزما,کالایی,3074668819458,0.000574
1401-04,تیر 1401,سبدگردان آگاه,درآمد ثابت,57961370495936,0.010818
1401-04,تیر 1401,سبدگردان آگاه,سهامی,21696125437780,0.004049
1401-04,تیر 1401,سبدگردان آگاه,مختلط,208284444737,3.9e-05
1401-04,تیر 1401,سبدگردان توسعه فیروزه,جسورانه,218469984889,4.1e-05
1401-04,تیر 1401,سبدگردان توسعه فیروزه,خصوصی,1078984793925,0.000201
1401-04,تیر 1401,سبدگردان توسعه فیروزه,درآمد ثابت,12227904829085,0.002282
1401-04,تیر 1401,سبدگردان توسعه فیروزه,سهامی,2046625459873,0.000382
1401-04,تیر 1401,سبدگردان توسعه فیروزه,شاخصی,2411305462194,0.00045
1401-04,تیر 1401,سبدگردان فارابی,درآمد ثابت,6984620397434,0.001304
1401-04,تیر 1401,سبدگردان فارابی,سهامی,5748842982112,0.001073
1401-04,تیر 1401,سبدگردان مفید,درآمد ثابت,177734377605110,0.033171
1401-04,تیر 1401,سبدگردان مفید,سهامی,101921752555227,0.019022
1401-04,تیر 1401,سبدگردان مفید,شاخصی,4253184722970,0.000794
1401-04,تیر 1401,سبدگردان مفید,مختلط,3651361986348,0.000681
1401-04,تیر 1401,سبدگردان مفید,کالایی,6256938024465,0.001168
1401-04,تیر 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,45547997720108,0.008501
1401-04,تیر 1401,مشاور سرمایه گذاری ترنج,سهامی,8179328331018,0.001527
1401-04,تیر 1401,مشاور سرمایه گذاری ترنج,مختلط,1314264988148,0.000245
1401-05,مرداد 1401,سایر مدیران,اهرمی,1336918145940,0.000241
1401-05,مرداد 1401,سایر مدیران,بازنشستگی,13340020317922,0.0024
1401-05,مرداد 1401,سایر مدیران,بخشی,231646426676143,0.041676
1401-05,مرداد 1401,سایر مدیران,جسورانه,4009880836583,0.000721
1401-05,مرداد 1401,سایر مدیران,خصوصی,11247633083740,0.002024
1401-05,مرداد 1401,سایر مدیران,درآمد ثابت,4314241114160205,0.77618
1401-05,مرداد 1401,سایر مدیران,سهامی,131871041608287,0.023725
1401-05,مرداد 1401,سایر مدیران,شاخصی,9373615856873,0.001686
1401-05,مرداد 1401,سایر مدیران,صندوق در صندوق,2248880070886,0.000405
1401-05,مرداد 1401,سایر مدیران,مختلط,10844091710490,0.001951
1401-05,مرداد 1401,سایر مدیران,پروژه‌ای,10576183911993,0.001903
1401-05,مرداد 1401,سایر مدیران,کالایی,43259404166307,0.007783
1401-05,مرداد 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,12625813004533,0.002272
1401-05,مرداد 1401,سبد گردان اقتصاد بیدار,سهامی,3352914317772,0.000603
1401-05,مرداد 1401,سبد گردان کاریزما,اهرمی,16340707008488,0.00294
1401-05,مرداد 1401,سبد گردان کاریزما,درآمد ثابت,235779539332445,0.042419
1401-05,مرداد 1401,سبد گردان کاریزما,سهامی,8294039209991,0.001492
1401-05,مرداد 1401,سبد گردان کاریزما,شاخصی,2169596147362,0.00039
1401-05,مرداد 1401,سبد گردان کاریزما,صندوق در صندوق,1012231425764,0.000182
1401-05,مرداد 1401,سبد گردان کاریزما,مختلط,914188946731,0.000164
1401-05,مرداد 1401,سبد گردان کاریزما,کالایی,3410437915543,0.000614
1401-05,مرداد 1401,سبدگردان آگاه,درآمد ثابت,65886128064828,0.011854
1401-05,مرداد 1401,سبدگردان آگاه,سهامی,21492729209281,0.003867
1401-05,مرداد 1401,سبدگردان آگاه,مختلط,210981594872,3.8e-05
1401-05,مرداد 1401,سبدگردان توسعه فیروزه,جسورانه,220479136501,4e-05
1401-05,مرداد 1401,سبدگردان توسعه فیروزه,خصوصی,1083204742478,0.000195
1401-05,مرداد 1401,سبدگردان توسعه فیروزه,درآمد ثابت,12413551677950,0.002233
1401-05,مرداد 1401,سبدگردان توسعه فیروزه,سهامی,2097953089939,0.000377
1401-05,مرداد 1401,سبدگردان توسعه فیروزه,شاخصی,2303615600547,0.000414
1401-05,مرداد 1401,سبدگردان فارابی,درآمد ثابت,8204316816430,0.001476
1401-05,مرداد 1401,سبدگردان فارابی,سهامی,5644130363280,0.001015
1401-05,مرداد 1401,سبدگردان مفید,درآمد ثابت,195876049591871,0.03524
1401-05,مرداد 1401,سبدگردان مفید,سهامی,99818721509878,0.017958
1401-05,مرداد 1401,سبدگردان مفید,شاخصی,4100270860442,0.000738
1401-05,مرداد 1401,سبدگردان مفید,مختلط,3737675584108,0.000672
1401-05,مرداد 1401,سبدگردان مفید,کالایی,5645324951661,0.001016
1401-05,مرداد 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,52427518250921,0.009432
1401-05,مرداد 1401,مشاور سرمایه گذاری ترنج,سهامی,7805002958670,0.001404
1401-05,مرداد 1401,مشاور سرمایه گذاری ترنج,مختلط,1437466053309,0.000259
1401-06,شهریور 1401,سایر مدیران,اهرمی,1226630648163,0.000225
1401-06,شهریور 1401,سایر مدیران,بازنشستگی,11983758761964,0.002202
1401-06,شهریور 1401,سایر مدیران,بخشی,213009319087775,0.039147
1401-06,شهریور 1401,سایر مدیران,جسورانه,4020887252125,0.000739
1401-06,شهریور 1401,سایر مدیران,خصوصی,11315529526035,0.00208
1401-06,شهریور 1401,سایر مدیران,درآمد ثابت,4217326033748715,0.775061
1401-06,شهریور 1401,سایر مدیران,سهامی,124363839238255,0.022856
1401-06,شهریور 1401,سایر مدیران,شاخصی,8924690949263,0.00164
1401-06,شهریور 1401,سایر مدیران,صندوق در صندوق,2337566975874,0.00043
1401-06,شهریور 1401,سایر مدیران,مختلط,10590451556919,0.001946
1401-06,شهریور 1401,سایر مدیران,پروژه‌ای,10576034327534,0.001944
1401-06,شهریور 1401,سایر مدیران,کالایی,41345922572551,0.007599
1401-06,شهریور 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,14676492742113,0.002697
