دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (ریال),سهم از کل صنعت
1400-Q4,زمستان 1400,سایر مدیران,سهامی,131828925252967.0,0.024554
1400-Q4,زمستان 1400,سایر مدیران,سهامی - اهرمی,1407158484918.0,0.000262
1400-Q4,زمستان 1400,سایر مدیران,سهامی - بخشی,213987754978603.0,0.039856
1400-Q4,زمستان 1400,سایر مدیران,سهامی - شاخصی,8005833420250.0,0.001491
1400-Q4,زمستان 1400,سایر مدیران,صندوق در صندوق,2189704640676.0,0.000408
1400-Q4,زمستان 1400,سایر مدیران,مختلط,11803966958481.0,0.002199
1400-Q4,زمستان 1400,سایر مدیران,پروژه‌ای,10576593167752.0,0.00197
1400-Q4,زمستان 1400,سایر مدیران,کالایی (طلا و ...),30718568464619.0,0.005721
1400-Q4,زمستان 1400,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,444668052419.0,8.3e-05
1400-Q4,زمستان 1400,سبد گردان اقتصاد بیدار,درآمد ثابت,8244573153426.0,0.001536
1400-Q4,زمستان 1400,سبد گردان اقتصاد بیدار,سهامی,3580609929240.0,0.000667
1400-Q4,زمستان 1400,سبد گردان کاریزما,اختصاصی بازارگردانی,12784225368093.0,0.002381
1400-Q4,زمستان 1400,سبد گردان کاریزما,درآمد ثابت,157697818605670.0,0.029372
1400-Q4,زمستان 1400,سبد گردان کاریزما,سهامی,7603251520591.0,0.001416
1400-Q4,زمستان 1400,سبد گردان کاریزما,سهامی - اهرمی,5247920182564.0,0.000977
1400-Q4,زمستان 1400,سبد گردان کاریزما,سهامی - شاخصی,2115907831218.0,0.000394
1400-Q4,زمستان 1400,سبد گردان کاریزما,صندوق در صندوق,703531021656.0,0.000131
1400-Q4,زمستان 1400,سبد گردان کاریزما,مختلط,394601591413.0,7.3e-05
1400-Q4,زمستان 1400,سبد گردان کاریزما,کالایی (طلا و ...),1799601768977.0,0.000335
1400-Q4,زمستان 1400,سبدگردان آگاه,اختصاصی بازارگردانی,23137783772345.0,0.004309
1400-Q4,زمستان 1400,سبدگردان آگاه,درآمد ثابت,37835518560092.0,0.007047
1400-Q4,زمستان 1400,سبدگردان آگاه,سهامی,21425403222043.0,0.003991
1400-Q4,زمستان 1400,سبدگردان آگاه,مختلط,194384668683.0,3.6e-05
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,1177592680788.0,0.000219
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,جسورانه,211399453280.0,3.9e-05
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,خصوصی,1055633352134.0,0.000197
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,درآمد ثابت,2478545991691.0,0.000462
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,سهامی,1571323403385.0,0.000293
1400-Q4,زمستان 1400,سبدگردان توسعه فیروزه,سهامی - شاخصی,2557220401324.0,0.000476
1400-Q4,زمستان 1400,سبدگردان فارابی,اختصاصی بازارگردانی,4508875154191.0,0.00084
1400-Q4,زمستان 1400,سبدگردان فارابی,درآمد ثابت,7372581809737.0,0.001373
1400-Q4,زمستان 1400,سبدگردان فارابی,سهامی,5415997619103.0,0.001009
1400-Q4,زمستان 1400,سبدگردان مفید,اختصاصی بازارگردانی,4126901186032.0,0.000769
1400-Q4,زمستان 1400,سبدگردان مفید,درآمد ثابت,171377002624199.0,0.03192
1400-Q4,زمستان 1400,سبدگردان مفید,سهامی,93404254771529.0,0.017397
1400-Q4,زمستان 1400,سبدگردان مفید,سهامی - شاخصی,5067748757999.0,0.000944
1400-Q4,زمستان 1400,سبدگردان مفید,مختلط,3590072248810.0,0.000669
1400-Q4,زمستان 1400,سبدگردان مفید,کالایی (طلا و ...),2992010211730.0,0.000557
1400-Q4,زمستان 1400,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,4046879602023.0,0.000754
1400-Q4,زمستان 1400,مشاور سرمایه گذاری ترنج,درآمد ثابت,31199953011674.0,0.005811
1400-Q4,زمستان 1400,مشاور سرمایه گذاری ترنج,سهامی,8634383067870.0,0.001608
1400-Q4,زمستان 1400,مشاور سرمایه گذاری ترنج,مختلط,700990265369.0,0.000131
1401-Q1,بهار 1401,سایر مدیران,اختصاصی بازارگردانی,961321420109026.0,0.156603
1401-Q1,بهار 1401,سایر مدیران,بازنشستگی تکمیلی,15016351815711.0,0.002446
1401-Q1,بهار 1401,سایر مدیران,جسورانه,3976569382664.0,0.000648
1401-Q1,بهار 1401,سایر مدیران,خصوصی,11127322031259.0,0.001813
1401-Q1,بهار 1401,سایر مدیران,درآمد ثابت,3945688792966635.0,0.642766
1401-Q1,بهار 1401,سایر مدیران,سهامی,142599157741236.0,0.02323
1401-Q1,بهار 1401,سایر مدیران,سهامی - اهرمی,1409086552768.0,0.00023
1401-Q1,بهار 1401,سایر مدیران,سهامی - بخشی,246058170823461.0,0.040084
1401-Q1,بهار 1401,سایر مدیران,سهامی - شاخصی,10246594378000.0,0.001669
1401-Q1,بهار 1401,سایر مدیران,صندوق در صندوق,2419168093778.0,0.000394
1401-Q1,بهار 1401,سایر مدیران,مختلط,11736617382936.0,0.001912
1401-Q1,بهار 1401,سایر مدیران,پروژه‌ای,10576429468200.0,0.001723
1401-Q1,بهار 1401,سایر مدیران,کالایی (طلا و ...),42618470685830.0,0.006943
1401-Q1,بهار 1401,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,429634210688.0,7e-05
1401-Q1,بهار 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,10284265000794.0,0.001675
1401-Q1,بهار 1401,سبد گردان اقتصاد بیدار,سهامی,4022004418902.0,0.000655
1401-Q1,بهار 1401,سبد گردان کاریزما,اختصاصی بازارگردانی,17545056091965.0,0.002858
1401-Q1,بهار 1401,سبد گردان کاریزما,درآمد ثابت,189778214456404.0,0.030916
1401-Q1,بهار 1401,سبد گردان کاریزما,سهامی,8858619346997.0,0.001443
1401-Q1,بهار 1401,سبد گردان کاریزما,سهامی - اهرمی,8084554842997.0,0.001317
1401-Q1,بهار 1401,سبد گردان کاریزما,سهامی - شاخصی,2407199192962.0,0.000392
1401-Q1,بهار 1401,سبد گردان کاریزما,صندوق در صندوق,1048862758248.0,0.000171
1401-Q1,بهار 1401,سبد گردان کاریزما,مختلط,715597377646.0,0.000117
1401-Q1,بهار 1401,سبد گردان کاریزما,کالایی (طلا و ...),3027196488390.0,0.000493
1401-Q1,بهار 1401,سبدگردان آگاه,اختصاصی بازارگردانی,27423698080891.0,0.004467
1401-Q1,بهار 1401,سبدگردان آگاه,درآمد ثابت,49995202634405.0,0.008144
1401-Q1,بهار 1401,سبدگردان آگاه,سهامی,22961861773292.0,0.003741
1401-Q1,بهار 1401,سبدگردان آگاه,مختلط,216677315901.0,3.5e-05
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,1045297356646.0,0.00017
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,جسورانه,217218612611.0,3.5e-05
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,خصوصی,1074866516944.0,0.000175
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,درآمد ثابت,8630570912567.0,0.001406
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,سهامی,1818406342384.0,0.000296
1401-Q1,بهار 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,2796409653551.0,0.000456
1401-Q1,بهار 1401,سبدگردان فارابی,اختصاصی بازارگردانی,5908817865910.0,0.000963
1401-Q1,بهار 1401,سبدگردان فارابی,درآمد ثابت,5667927860175.0,0.000923
1401-Q1,بهار 1401,سبدگردان فارابی,سهامی,6537089034592.0,0.001065
1401-Q1,بهار 1401,سبدگردان مفید,اختصاصی بازارگردانی,4574101006019.0,0.000745
1401-Q1,بهار 1401,سبدگردان مفید,درآمد ثابت,172239807630379.0,0.028058
1401-Q1,بهار 1401,سبدگردان مفید,سهامی,107402353080074.0,0.017496
1401-Q1,بهار 1401,سبدگردان مفید,سهامی - شاخصی,4488541949200.0,0.000731
1401-Q1,بهار 1401,سبدگردان مفید,مختلط,3882651500100.0,0.000632
1401-Q1,بهار 1401,سبدگردان مفید,کالایی (طلا و ...),6409227151244.0,0.001044
1401-Q1,بهار 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,11433467566031.0,0.001863
1401-Q1,بهار 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,32741337464653.0,0.005334
1401-Q1,بهار 1401,مشاور سرمایه گذاری ترنج,سهامی,8780713329197.0,0.00143
1401-Q1,بهار 1401,مشاور سرمایه گذاری ترنج,مختلط,1363212398888.0,0.000222
1401-Q2,تابستان 1401,سایر مدیران,اختصاصی بازارگردانی,888199783079338.0,0.138843
1401-Q2,تابستان 1401,سایر مدیران,بازنشستگی تکمیلی,11983758761964.0,0.001873
1401-Q2,تابستان 1401,سایر مدیران,جسورانه,4020887252125.0,0.000629
1401-Q2,تابستان 1401,سایر مدیران,خصوصی,11315529526035.0,0.001769
1401-Q2,تابستان 1401,سایر مدیران,درآمد ثابت,4217326033748715.0,0.659251
1401-Q2,تابستان 1401,سایر مدیران,سهامی,124363839238255.0,0.019441
1401-Q2,تابستان 1401,سایر مدیران,سهامی - اهرمی,1226630648163.0,0.000192
1401-Q2,تابستان 1401,سایر مدیران,سهامی - بخشی,213009319087775.0,0.033298
1401-Q2,تابستان 1401,سایر مدیران,سهامی - شاخصی,8924690949263.0,0.001395
1401-Q2,تابستان 1401,سایر مدیران,صندوق در صندوق,2337566975874.0,0.000365
1401-Q2,تابستان 1401,سایر مدیران,مختلط,10590451556919.0,0.001655
1401-Q2,تابستان 1401,سایر مدیران,پروژه‌ای,10576034327534.0,0.001653
1401-Q2,تابستان 1401,سایر مدیران,کالایی (طلا و ...),41345922572551.0,0.006463
1401-Q2,تابستان 1401,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,771003544347.0,0.000121
1401-Q2,تابستان 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,14676492742113.0,0.002294
1401-Q2,تابستان 1401,سبد گردان اقتصاد بیدار,سهامی,3131885316246.0,0.00049
1401-Q2,تابستان 1401,سبد گردان کاریزما,اختصاصی بازارگردانی,14382073110369.0,0.002248
1401-Q2,تابستان 1401,سبد گردان کاریزما,درآمد ثابت,219043542056674.0,0.034241
1401-Q2,تابستان 1401,سبد گردان کاریزما,سهامی,7960885456170.0,0.001244
1401-Q2,تابستان 1401,سبد گردان کاریزما,سهامی - اهرمی,15764157761562.0,0.002464
1401-Q2,تابستان 1401,سبد گردان کاریزما,سهامی - شاخصی,2044361025819.0,0.00032
1401-Q2,تابستان 1401,سبد گردان کاریزما,صندوق در صندوق,1000027558497.0,0.000156
1401-Q2,تابستان 1401,سبد گردان کاریزما,مختلط,892989456757.0,0.00014
1401-Q2,تابستان 1401,سبد گردان کاریزما,کالایی (طلا و ...),3574573428909.0,0.000559
1401-Q2,تابستان 1401,سبدگردان آگاه,اختصاصی بازارگردانی,27046718904736.0,0.004228
1401-Q2,تابستان 1401,سبدگردان آگاه,درآمد ثابت,67502141000386.0,0.010552
1401-Q2,تابستان 1401,سبدگردان آگاه,سهامی,20864415649538.0,0.003262
1401-Q2,تابستان 1401,سبدگردان آگاه,مختلط,206779131901.0,3.2e-05
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,1084728799702.0,0.00017
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,جسورانه,221711708569.0,3.5e-05
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,خصوصی,1085508862285.0,0.00017
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,درآمد ثابت,13249912780019.0,0.002071
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,سهامی,2034066671021.0,0.000318
1401-Q2,تابستان 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,2189100078485.0,0.000342
1401-Q2,تابستان 1401,سبدگردان فارابی,اختصاصی بازارگردانی,6575917662953.0,0.001028
1401-Q2,تابستان 1401,سبدگردان فارابی,درآمد ثابت,13377715312257.0,0.002091
1401-Q2,تابستان 1401,سبدگردان فارابی,سهامی,5418671455277.0,0.000847
1401-Q2,تابستان 1401,سبدگردان مفید,اختصاصی بازارگردانی,4605426616199.0,0.00072
1401-Q2,تابستان 1401,سبدگردان مفید,درآمد ثابت,211027447311085.0,0.032988
1401-Q2,تابستان 1401,سبدگردان مفید,سهامی,95706122998826.0,0.014961
1401-Q2,تابستان 1401,سبدگردان مفید,سهامی - شاخصی,3558005768064.0,0.000556
1401-Q2,تابستان 1401,سبدگردان مفید,مختلط,3627906459865.0,0.000567
1401-Q2,تابستان 1401,سبدگردان مفید,کالایی (طلا و ...),5684419343618.0,0.000889
1401-Q2,تابستان 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,13194524521109.0,0.002063
1401-Q2,تابستان 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,61220403490244.0,0.00957
1401-Q2,تابستان 1401,مشاور سرمایه گذاری ترنج,سهامی,7668401453034.0,0.001199
1401-Q2,تابستان 1401,مشاور سرمایه گذاری ترنج,مختلط,1532575436805.0,0.00024
1401-Q3,پاییز 1401,سایر مدیران,اختصاصی بازارگردانی,1032680838382991.0,0.163331
1401-Q3,پاییز 1401,سایر مدیران,املاک و مستغلات,1657895185521.0,0.000262
1401-Q3,پاییز 1401,سایر مدیران,بازنشستگی تکمیلی,13688879886594.0,0.002165
1401-Q3,پاییز 1401,سایر مدیران,جسورانه,4093655939164.0,0.000647
1401-Q3,پاییز 1401,سایر مدیران,خصوصی,14821716051330.0,0.002344
1401-Q3,پاییز 1401,سایر مدیران,درآمد ثابت,3858347456144288.0,0.610244
1401-Q3,پاییز 1401,سایر مدیران,سهامی,134384152078936.0,0.021254
1401-Q3,پاییز 1401,سایر مدیران,سهامی - اهرمی,1342777704943.0,0.000212
1401-Q3,پاییز 1401,سایر مدیران,سهامی - بخشی,243694211974175.0,0.038543
1401-Q3,پاییز 1401,سایر مدیران,سهامی - شاخصی,10291175891926.0,0.001628
1401-Q3,پاییز 1401,سایر مدیران,صندوق در صندوق,2605714518457.0,0.000412
1401-Q3,پاییز 1401,سایر مدیران,مختلط,10608110113347.0,0.001678
1401-Q3,پاییز 1401,سایر مدیران,پروژه‌ای,10897439570724.0,0.001724
1401-Q3,پاییز 1401,سایر مدیران,کالایی (طلا و ...),61533571804875.0,0.009732
1401-Q3,پاییز 1401,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,1295252562208.0,0.000205
1401-Q3,پاییز 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,15102403291742.0,0.002389
1401-Q3,پاییز 1401,سبد گردان اقتصاد بیدار,سهامی,3327360817499.0,0.000526
1401-Q3,پاییز 1401,سبد گردان کاریزما,اختصاصی بازارگردانی,21091949567148.0,0.003336
1401-Q3,پاییز 1401,سبد گردان کاریزما,تضمین اصل سرمایه,6596736400138.0,0.001043
1401-Q3,پاییز 1401,سبد گردان کاریزما,درآمد ثابت,227660360026929.0,0.036007
1401-Q3,پاییز 1401,سبد گردان کاریزما,سهامی,8731513061312.0,0.001381
1401-Q3,پاییز 1401,سبد گردان کاریزما,سهامی - اهرمی,25445525301473.0,0.004025
1401-Q3,پاییز 1401,سبد گردان کاریزما,سهامی - شاخصی,2082456355457.0,0.000329
1401-Q3,پاییز 1401,سبد گردان کاریزما,صندوق در صندوق,867183692364.0,0.000137
1401-Q3,پاییز 1401,سبد گردان کاریزما,مختلط,1049314939681.0,0.000166
1401-Q3,پاییز 1401,سبد گردان کاریزما,کالایی (طلا و ...),6050583555856.0,0.000957
1401-Q3,پاییز 1401,سبدگردان آگاه,اختصاصی بازارگردانی,18998336388860.0,0.003005
1401-Q3,پاییز 1401,سبدگردان آگاه,درآمد ثابت,60000740116544.0,0.00949
1401-Q3,پاییز 1401,سبدگردان آگاه,سهامی,24239053790581.0,0.003834
1401-Q3,پاییز 1401,سبدگردان آگاه,مختلط,230133294072.0,3.6e-05
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2149480692642.0,0.00034
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,جسورانه,222580124461.0,3.5e-05
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,خصوصی,1086858694329.0,0.000172
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,درآمد ثابت,17184266007739.0,0.002718
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,سهامی,4792568309413.0,0.000758
1401-Q3,پاییز 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,2341735703401.0,0.00037
1401-Q3,پاییز 1401,سبدگردان فارابی,اختصاصی بازارگردانی,8599855531289.0,0.00136
1401-Q3,پاییز 1401,سبدگردان فارابی,درآمد ثابت,18700874484803.0,0.002958
1401-Q3,پاییز 1401,سبدگردان فارابی,سهامی,6039106836015.0,0.000955
1401-Q3,پاییز 1401,سبدگردان مفید,اختصاصی بازارگردانی,4907792304775.0,0.000776
1401-Q3,پاییز 1401,سبدگردان مفید,تضمین اصل سرمایه,2465763368896.0,0.00039
1401-Q3,پاییز 1401,سبدگردان مفید,درآمد ثابت,201449461378050.0,0.031862
1401-Q3,پاییز 1401,سبدگردان مفید,سهامی,102957916396404.0,0.016284
1401-Q3,پاییز 1401,سبدگردان مفید,سهامی - اهرمی,8000907093220.0,0.001265
1401-Q3,پاییز 1401,سبدگردان مفید,سهامی - شاخصی,3637675696493.0,0.000575
1401-Q3,پاییز 1401,سبدگردان مفید,مختلط,3435574273893.0,0.000543
1401-Q3,پاییز 1401,سبدگردان مفید,کالایی (طلا و ...),11425035125635.0,0.001807
1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,13603933565174.0,0.002152
1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,75561409199448.0,0.011951
1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,سهامی,7950137603397.0,0.001257
1401-Q3,پاییز 1401,مشاور سرمایه گذاری ترنج,مختلط,2698108469077.0,0.000427
1401-Q4,زمستان 1401,سایر مدیران,اختصاصی بازارگردانی,1280105047938851.0,0.184475
1401-Q4,زمستان 1401,سایر مدیران,املاک و مستغلات,1669392589081.0,0.000241
1401-Q4,زمستان 1401,سایر مدیران,بازنشستگی تکمیلی,17025100688085.0,0.002453
1401-Q4,زمستان 1401,سایر مدیران,جسورانه,3249072378752.0,0.000468
1401-Q4,زمستان 1401,سایر مدیران,خصوصی,15683656285923.0,0.00226
1401-Q4,زمستان 1401,سایر مدیران,درآمد ثابت,3870703841874383.0,0.557805
1401-Q4,زمستان 1401,سایر مدیران,سهامی,181135405465736.0,0.026103
1401-Q4,زمستان 1401,سایر مدیران,سهامی - اهرمی,1632580425646.0,0.000235
1401-Q4,زمستان 1401,سایر مدیران,سهامی - بخشی,277453764693661.0,0.039984
1401-Q4,زمستان 1401,سایر مدیران,سهامی - شاخصی,20858512625558.0,0.003006
1401-Q4,زمستان 1401,سایر مدیران,صندوق در صندوق,3067271791580.0,0.000442
1401-Q4,زمستان 1401,سایر مدیران,مختلط,12720514717425.0,0.001833
1401-Q4,زمستان 1401,سایر مدیران,پروژه‌ای,11262558362932.0,0.001623
1401-Q4,زمستان 1401,سایر مدیران,کالایی (طلا و ...),101871282843189.0,0.014681
1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,2578624518700.0,0.000372
1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,درآمد ثابت,35095635562100.0,0.005058
1401-Q4,زمستان 1401,سبد گردان اقتصاد بیدار,سهامی,4805596241176.0,0.000693
1401-Q4,زمستان 1401,سبد گردان کاریزما,اختصاصی بازارگردانی,26038615480632.0,0.003752
1401-Q4,زمستان 1401,سبد گردان کاریزما,تضمین اصل سرمایه,11759591451358.0,0.001695
1401-Q4,زمستان 1401,سبد گردان کاریزما,درآمد ثابت,213755029987710.0,0.030804
1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی,18286716344688.0,0.002635
1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی - اهرمی,55174800252764.0,0.007951
1401-Q4,زمستان 1401,سبد گردان کاریزما,سهامی - شاخصی,2800953414323.0,0.000404
1401-Q4,زمستان 1401,سبد گردان کاریزما,صندوق در صندوق,1066322238569.0,0.000154
1401-Q4,زمستان 1401,سبد گردان کاریزما,مختلط,1365685365645.0,0.000197
1401-Q4,زمستان 1401,سبد گردان کاریزما,کالایی (طلا و ...),10308216208148.0,0.001486
1401-Q4,زمستان 1401,سبدگردان آگاه,اختصاصی بازارگردانی,17628036860702.0,0.00254
1401-Q4,زمستان 1401,سبدگردان آگاه,درآمد ثابت,55730579761561.0,0.008031
1401-Q4,زمستان 1401,سبدگردان آگاه,سهامی,39574802758798.0,0.005703
1401-Q4,زمستان 1401,سبدگردان آگاه,سهامی - بخشی,11845334949084.0,0.001707
1401-Q4,زمستان 1401,سبدگردان آگاه,مختلط,282878150862.0,4.1e-05
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2410421581113.0,0.000347
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,جسورانه,229343320275.0,3.3e-05
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,خصوصی,1106849423212.0,0.00016
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,درآمد ثابت,20310999731137.0,0.002927
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,سهامی,8672409618030.0,0.00125
1401-Q4,زمستان 1401,سبدگردان توسعه فیروزه,سهامی - شاخصی,4438738099759.0,0.00064
1401-Q4,زمستان 1401,سبدگردان فارابی,اختصاصی بازارگردانی,11428917489229.0,0.001647
1401-Q4,زمستان 1401,سبدگردان فارابی,درآمد ثابت,27967580958309.0,0.00403
1401-Q4,زمستان 1401,سبدگردان فارابی,سهامی,9090008577268.0,0.00131
1401-Q4,زمستان 1401,سبدگردان مفید,اختصاصی بازارگردانی,5014397320857.0,0.000723
1401-Q4,زمستان 1401,سبدگردان مفید,تضمین اصل سرمایه,2832540078287.0,0.000408
1401-Q4,زمستان 1401,سبدگردان مفید,درآمد ثابت,199065231672717.0,0.028687
1401-Q4,زمستان 1401,سبدگردان مفید,سهامی,137692163108742.0,0.019843
1401-Q4,زمستان 1401,سبدگردان مفید,سهامی - اهرمی,23279228827441.0,0.003355
1401-Q4,زمستان 1401,سبدگردان مفید,سهامی - شاخصی,8165376792298.0,0.001177
1401-Q4,زمستان 1401,سبدگردان مفید,مختلط,4142775167297.0,0.000597
1401-Q4,زمستان 1401,سبدگردان مفید,کالایی (طلا و ...),20541204129576.0,0.00296
1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,14248755832549.0,0.002053
1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,درآمد ثابت,106448210880976.0,0.01534
1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,سهامی,15770498035624.0,0.002273
1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,صندوق در صندوق,3967460179129.0,0.000572
1401-Q4,زمستان 1401,مشاور سرمایه گذاری ترنج,مختلط,5813171874528.0,0.000838
1402-Q1,بهار 1402,سایر مدیران,اختصاصی بازارگردانی,1722560620896542.0,0.214907
1402-Q1,بهار 1402,سایر مدیران,املاک و مستغلات,1676244227986.0,0.000209
1402-Q1,بهار 1402,سایر مدیران,بازنشستگی تکمیلی,18467067888252.0,0.002304
1402-Q1,بهار 1402,سایر مدیران,تضمین اصل سرمایه,268306794696.0,3.3e-05
1402-Q1,بهار 1402,سایر مدیران,جسورانه,3566413075312.0,0.000445
1402-Q1,بهار 1402,سایر مدیران,خصوصی,16225220541824.0,0.002024
1402-Q1,بهار 1402,سایر مدیران,درآمد ثابت,4110317492476433.0,0.512805
1402-Q1,بهار 1402,سایر مدیران,سهامی,208679747327023.0,0.026035
1402-Q1,بهار 1402,سایر مدیران,سهامی - اهرمی,1835123031329.0,0.000229
1402-Q1,بهار 1402,سایر مدیران,سهامی - بخشی,334410008542630.0,0.041721
1402-Q1,بهار 1402,سایر مدیران,سهامی - شاخصی,26502452036601.0,0.003306
1402-Q1,بهار 1402,سایر مدیران,صندوق در صندوق,3116936650562.0,0.000389
1402-Q1,بهار 1402,سایر مدیران,مختلط,14465585756258.0,0.001805
1402-Q1,بهار 1402,سایر مدیران,پروژه‌ای,11261062017011.0,0.001405
1402-Q1,بهار 1402,سایر مدیران,کالایی (طلا و ...),106598155804453.0,0.013299
1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,3450633494652.0,0.000431
1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,درآمد ثابت,33811688821245.0,0.004218
1402-Q1,بهار 1402,سبد گردان اقتصاد بیدار,سهامی,5437018119608.0,0.000678
1402-Q1,بهار 1402,سبد گردان کاریزما,اختصاصی بازارگردانی,36269467796282.0,0.004525
1402-Q1,بهار 1402,سبد گردان کاریزما,تضمین اصل سرمایه,22606234942974.0,0.00282
1402-Q1,بهار 1402,سبد گردان کاریزما,درآمد ثابت,294175018260558.0,0.036701
1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی,20190754637751.0,0.002519
1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی - اهرمی,74759136903551.0,0.009327
1402-Q1,بهار 1402,سبد گردان کاریزما,سهامی - شاخصی,3922716081292.0,0.000489
1402-Q1,بهار 1402,سبد گردان کاریزما,صندوق در صندوق,1106442848274.0,0.000138
1402-Q1,بهار 1402,سبد گردان کاریزما,مختلط,1692384244414.0,0.000211
1402-Q1,بهار 1402,سبد گردان کاریزما,کالایی (طلا و ...),17041428091637.0,0.002126
1402-Q1,بهار 1402,سبدگردان آگاه,اختصاصی بازارگردانی,20066676924499.0,0.002504
1402-Q1,بهار 1402,سبدگردان آگاه,درآمد ثابت,56993032569875.0,0.00711
1402-Q1,بهار 1402,سبدگردان آگاه,سهامی,39011301763316.0,0.004867
1402-Q1,بهار 1402,سبدگردان آگاه,سهامی - اهرمی,7417179222173.0,0.000925
1402-Q1,بهار 1402,سبدگردان آگاه,سهامی - بخشی,9637521966999.0,0.001202
1402-Q1,بهار 1402,سبدگردان آگاه,مختلط,306788102596.0,3.8e-05
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,2518598990426.0,0.000314
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,جسورانه,231977002725.0,2.9e-05
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,خصوصی,829972126929.0,0.000104
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,درآمد ثابت,27010132675583.0,0.00337
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,سهامی,11575083486683.0,0.001444
1402-Q1,بهار 1402,سبدگردان توسعه فیروزه,سهامی - شاخصی,4731166047603.0,0.00059
1402-Q1,بهار 1402,سبدگردان فارابی,اختصاصی بازارگردانی,12479753528823.0,0.001557
1402-Q1,بهار 1402,سبدگردان فارابی,درآمد ثابت,40440705009449.0,0.005045
1402-Q1,بهار 1402,سبدگردان فارابی,سهامی,12363835892420.0,0.001543
1402-Q1,بهار 1402,سبدگردان مفید,اختصاصی بازارگردانی,5442295810538.0,0.000679
1402-Q1,بهار 1402,سبدگردان مفید,تضمین اصل سرمایه,5209163186847.0,0.00065
1402-Q1,بهار 1402,سبدگردان مفید,درآمد ثابت,250212387700487.0,0.031217
1402-Q1,بهار 1402,سبدگردان مفید,سهامی,153413829506675.0,0.01914
